iid,id,gender,idg,condtn,wave,round,position,positin1,order,partner,pid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field,field_cd,undergra,mn_sat,tuition,race,imprace,imprelig,from,zipcode,income,goal,date,go_out,career,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,expnum,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr4_1,sinc4_1,intel4_1,fun4_1,amb4_1,shar4_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,attr5_1,sinc5_1,intel5_1,fun5_1,amb5_1,dec,attr,sinc,intel,fun,amb,shar,like,prob,met,match_es,attr1_s,sinc1_s,intel1_s,fun1_s,amb1_s,shar1_s,attr3_s,sinc3_s,intel3_s,fun3_s,amb3_s,satis_2,length,numdat_2,attr7_2,sinc7_2,intel7_2,fun7_2,amb7_2,shar7_2,attr1_2,sinc1_2,intel1_2,fun1_2,amb1_2,shar1_2,attr4_2,sinc4_2,intel4_2,fun4_2,amb4_2,shar4_2,attr2_2,sinc2_2,intel2_2,fun2_2,amb2_2,shar2_2,attr3_2,sinc3_2,intel3_2,fun3_2,amb3_2,attr5_2,sinc5_2,intel5_2,fun5_2,amb5_2,you_call,them_cal,date_3,numdat_3,num_in_3,attr1_3,sinc1_3,intel1_3,fun1_3,amb1_3,shar1_3,attr7_3,sinc7_3,intel7_3,fun7_3,amb7_3,shar7_3,attr4_3,sinc4_3,intel4_3,fun4_3,amb4_3,shar4_3,attr2_3,sinc2_3,intel2_3,fun2_3,amb2_3,shar2_3,attr3_3,sinc3_3,intel3_3,fun3_3,amb3_3,attr5_3,sinc5_3,intel5_3,fun5_3,amb5_3
187,4,1,8,1,8,10,8,1,8,5,178,0,0.41,0,35,4,15.22,17.39,17.39,17.39,15.22,17.39,0,4,7,7,5,,,4,5,2,26,"International Finance, Economic Policy",8,,,,2,10,5,nyc,,,2,4,1,finance,7,3,5,10,5,10,10,1,2,1,10,5,8,8,10,10,1,1,6,,16.98,16.98,18.87,16.98,13.21,16.98,10,6,6,10,2,5,15.09,18.87,15.09,18.87,18.87,13.21,8,9,7,10,7,,,,,,0,,,,,,,,,,,19.23,19.23,17.31,13.46,13.46,17.31,9,8,10,8,8,4,3,3,,,,,,,16.98,16.98,18.87,16.98,13.21,16.98,10,8,7,9,6,7,18.75,18.75,14.58,18.75,12.5,16.67,8,9,10,8,8,,,,,,0,0,0,,,16.67,18.52,18.52,14.81,14.81,16.67,,,,,,,10,9,8,9,7,6,8,10,7,9,8,,8,9,12,8,8,,,,,
187,4,1,8,1,8,10,9,1,9,6,179,0,0.41,0,30,3,19.15,21.28,17.02,17.02,12.77,12.77,0,4,8,7,6,6,7,3,5,2,26,"International Finance, Economic Policy",8,,,,2,10,5,nyc,,,2,4,1,finance,7,3,5,10,5,10,10,1,2,1,10,5,8,8,10,10,1,1,6,,16.98,16.98,18.87,16.98,13.21,16.98,10,6,6,10,2,5,15.09,18.87,15.09,18.87,18.87,13.21,8,9,7,10,7,,,,,,1,7,7,7,8,,,7,9,2,,19.23,19.23,17.31,13.46,13.46,17.31,9,8,10,8,8,4,3,3,,,,,,,16.98,16.98,18.87,16.98,13.21,16.98,10,8,7,9,6,7,18.75,18.75,14.58,18.75,12.5,16.67,8,9,10,8,8,,,,,,0,0,0,,,16.67,18.52,18.52,14.81,14.81,16.67,,,,,,,10,9,8,9,7,6,8,10,7,9,8,,8,9,12,8,8,,,,,
187,4,1,8,1,8,10,2,1,2,7,180,0,-0.4,0,24,4,15.38,17.31,17.31,19.23,13.46,17.31,0,5,5,5,5,5,4,5,5,2,26,"International Finance, Economic Policy",8,,,,2,10,5,nyc,,,2,4,1,finance,7,3,5,10,5,10,10,1,2,1,10,5,8,8,10,10,1,1,6,,16.98,16.98,18.87,16.98,13.21,16.98,10,6,6,10,2,5,15.09,18.87,15.09,18.87,18.87,13.21,8,9,7,10,7,,,,,,1,,,7,7,,,7,9,2,,19.23,19.23,17.31,13.46,13.46,17.31,9,8,10,8,8,4,3,3,,,,,,,16.98,16.98,18.87,16.98,13.21,16.98,10,8,7,9,6,7,18.75,18.75,14.58,18.75,12.5,16.67,8,9,10,8,8,,,,,,0,0,0,,,16.67,18.52,18.52,14.81,14.81,16.67,,,,,,,10,9,8,9,7,6,8,10,7,9,8,,8,9,12,8,8,,,,,
187,4,1,8,1,8,10,5,1,5,8,181,0,0.38,0,22,1,15.38,19.23,19.23,17.31,17.31,11.54,0,4,4,4,4,4,4,4,3,2,26,"International Finance, Economic Policy",8,,,,2,10,5,nyc,,,2,4,1,finance,7,3,5,10,5,10,10,1,2,1,10,5,8,8,10,10,1,1,6,,16.98,16.98,18.87,16.98,13.21,16.98,10,6,6,10,2,5,15.09,18.87,15.09,18.87,18.87,13.21,8,9,7,10,7,,,,,,0,,,,,,,,,,,19.23,19.23,17.31,13.46,13.46,17.31,9,8,10,8,8,4,3,3,,,,,,,16.98,16.98,18.87,16.98,13.21,16.98,10,8,7,9,6,7,18.75,18.75,14.58,18.75,12.5,16.67,8,9,10,8,8,,,,,,0,0,0,,,16.67,18.52,18.52,14.81,14.81,16.67,,,,,,,10,9,8,9,7,6,8,10,7,9,8,,8,9,12,8,8,,,,,
187,4,1,8,1,8,10,6,1,6,9,182,0,0.07,0,22,1,16.07,17.86,17.86,17.86,17.86,12.5,0,6,8,9,8,9,9,9,8,6,26,"International Finance, Economic Policy",8,,,,2,10,5,nyc,,,2,4,1,finance,7,3,5,10,5,10,10,1,2,1,10,5,8,8,10,10,1,1,6,,16.98,16.98,18.87,16.98,13.21,16.98,10,6,6,10,2,5,15.09,18.87,15.09,18.87,18.87,13.21,8,9,7,10,7,,,,,,0,,,,,,,5,6,2,,19.23,19.23,17.31,13.46,13.46,17.31,9,8,10,8,8,4,3,3,,,,,,,16.98,16.98,18.87,16.98,13.21,16.98,10,8,7,9,6,7,18.75,18.75,14.58,18.75,12.5,16.67,8,9,10,8,8,,,,,,0,0,0,,,16.67,18.52,18.52,14.81,14.81,16.67,,,,,,,10,9,8,9,7,6,8,10,7,9,8,,8,9,12,8,8,,,,,
187,4,1,8,1,8,10,3,1,3,10,183,0,-0.13,1,24,2,20,22.5,17.5,22.5,10,7.5,0,6,6,6,6,6,6,6,5,2,26,"International Finance, Economic Policy",8,,,,2,10,5,nyc,,,2,4,1,finance,7,3,5,10,5,10,10,1,2,1,10,5,8,8,10,10,1,1,6,,16.98,16.98,18.87,16.98,13.21,16.98,10,6,6,10,2,5,15.09,18.87,15.09,18.87,18.87,13.21,8,9,7,10,7,,,,,,0,4,,,1,,1,1,2,2,,19.23,19.23,17.31,13.46,13.46,17.31,9,8,10,8,8,4,3,3,,,,,,,16.98,16.98,18.87,16.98,13.21,16.98,10,8,7,9,6,7,18.75,18.75,14.58,18.75,12.5,16.67,8,9,10,8,8,,,,,,0,0,0,,,16.67,18.52,18.52,14.81,14.81,16.67,,,,,,,10,9,8,9,7,6,8,10,7,9,8,,8,9,12,8,8,,,,,
188,5,1,10,1,8,10,1,2,10,1,174,0,0.51,0,29,4,9.52,23.81,16.67,16.67,16.67,16.67,1,5,5,5,5,5,5,7,7,2,21,electrical engineering,5,,,,2,1,1,Atlanta,30092,46837,2,3,1,academician,2,2,1,5,10,8,8,5,7,5,7,3,5,5,5,7,7,3,6,,15.56,11.11,22.22,15.56,20,15.56,9,7,7,7,7,9,14.29,14.29,19.05,19.05,19.05,14.29,7,5,7,10,10,,,,,,0,4,5,5,5,5,5,2,1,2,0,11.9,11.9,23.81,16.67,16.67,19.05,7,6,9,7,9,3,1,1,,,,,,,14.58,14.58,20.83,14.58,18.75,16.67,10,6,6,8,6,6,14.29,16.33,18.37,16.33,20.41,14.29,7,6,9,7,9,,,,,,0,0,0,,,15.22,15.22,19.57,15.22,17.39,17.39,,,,,,,9,6,6,8,6,6,6,8,7,7,8,,7,6,9,6,8,,,,,
188,5,1,10,1,8,10,10,2,9,2,175,1,0.43,0,23,6,12.24,20.41,16.33,14.29,20.41,16.33,1,4,7,7,7,7,7,5,6,2,21,electrical engineering,5,,,,2,1,1,Atlanta,30092,46837,2,3,1,academician,2,2,1,5,10,8,8,5,7,5,7,3,5,5,5,7,7,3,6,,15.56,11.11,22.22,15.56,20,15.56,9,7,7,7,7,9,14.29,14.29,19.05,19.05,19.05,14.29,7,5,7,10,10,,,,,,1,6,5,6,5,5,5,4,2,2,0,11.9,11.9,23.81,16.67,16.67,19.05,7,6,9,7,9,3,1,1,,,,,,,14.58,14.58,20.83,14.58,18.75,16.67,10,6,6,8,6,6,14.29,16.33,18.37,16.33,20.41,14.29,7,6,9,7,9,,,,,,0,0,0,,,15.22,15.22,19.57,15.22,17.39,17.39,,,,,,,9,6,6,8,6,6,6,8,7,7,8,,7,6,9,6,8,,,,,
188,5,1,10,1,8,10,7,2,6,3,176,0,0.43,0,28,4,13.04,21.74,19.57,17.39,15.22,13.04,0,7,5,6,8,6,4,4,2,2,21,electrical engineering,5,,,,2,1,1,Atlanta,30092,46837,2,3,1,academician,2,2,1,5,10,8,8,5,7,5,7,3,5,5,5,7,7,3,6,,15.56,11.11,22.22,15.56,20,15.56,9,7,7,7,7,9,14.29,14.29,19.05,19.05,19.05,14.29,7,5,7,10,10,,,,,,0,6,5,7,5,5,7,4,2,2,0,11.9,11.9,23.81,16.67,16.67,19.05,7,6,9,7,9,3,1,1,,,,,,,14.58,14.58,20.83,14.58,18.75,16.67,10,6,6,8,6,6,14.29,16.33,18.37,16.33,20.41,14.29,7,6,9,7,9,,,,,,0,0,0,,,15.22,15.22,19.57,15.22,17.39,17.39,,,,,,,9,6,6,8,6,6,6,8,7,7,8,,7,6,9,6,8,,,,,
188,5,1,10,1,8,10,4,2,3,4,177,0,-0.13,1,22,2,15.09,16.98,16.98,16.98,18.87,15.09,0,1,6,6,3,4,2,3,5,2,21,electrical engineering,5,,,,2,1,1,Atlanta,30092,46837,2,3,1,academician,2,2,1,5,10,8,8,5,7,5,7,3,5,5,5,7,7,3,6,,15.56,11.11,22.22,15.56,20,15.56,9,7,7,7,7,9,14.29,14.29,19.05,19.05,19.05,14.29,7,5,7,10,10,,,,,,0,3,4,5,5,5,5,2,1,2,0,11.9,11.9,23.81,16.67,16.67,19.05,7,6,9,7,9,3,1,1,,,,,,,14.58,14.58,20.83,14.58,18.75,16.67,10,6,6,8,6,6,14.29,16.33,18.37,16.33,20.41,14.29,7,6,9,7,9,,,,,,0,0,0,,,15.22,15.22,19.57,15.22,17.39,17.39,,,,,,,9,6,6,8,6,6,6,8,7,7,8,,7,6,9,6,8,,,,,
188,5,1,10,1,8,10,8,2,7,5,178,0,0.41,0,35,4,15.22,17.39,17.39,17.39,15.22,17.39,0,5,6,7,5,,,5,6,2,21,electrical engineering,5,,,,2,1,1,Atlanta,30092,46837,2,3,1,academician,2,2,1,5,10,8,8,5,7,5,7,3,5,5,5,7,7,3,6,,15.56,11.11,22.22,15.56,20,15.56,9,7,7,7,7,9,14.29,14.29,19.05,19.05,19.05,14.29,7,5,7,10,10,,,,,,1,5,5,6,5,5,5,3,1,2,0,11.9,11.9,23.81,16.67,16.67,19.05,7,6,9,7,9,3,1,1,,,,,,,14.58,14.58,20.83,14.58,18.75,16.67,10,6,6,8,6,6,14.29,16.33,18.37,16.33,20.41,14.29,7,6,9,7,9,,,,,,0,0,0,,,15.22,15.22,19.57,15.22,17.39,17.39,,,,,,,9,6,6,8,6,6,6,8,7,7,8,,7,6,9,6,8,,,,,
188,5,1,10,1,8,10,9,2,8,6,179,0,0.46,0,30,3,19.15,21.28,17.02,17.02,12.77,12.77,0,4,8,7,6,7,6,3,5,2,21,electrical engineering,5,,,,2,1,1,Atlanta,30092,46837,2,3,1,academician,2,2,1,5,10,8,8,5,7,5,7,3,5,5,5,7,7,3,6,,15.56,11.11,22.22,15.56,20,15.56,9,7,7,7,7,9,14.29,14.29,19.05,19.05,19.05,14.29,7,5,7,10,10,,,,,,0,7,6,6,6,5,6,3,1,2,0,11.9,11.9,23.81,16.67,16.67,19.05,7,6,9,7,9,3,1,1,,,,,,,14.58,14.58,20.83,14.58,18.75,16.67,10,6,6,8,6,6,14.29,16.33,18.37,16.33,20.41,14.29,7,6,9,7,9,,,,,,0,0,0,,,15.22,15.22,19.57,15.22,17.39,17.39,,,,,,,9,6,6,8,6,6,6,8,7,7,8,,7,6,9,6,8,,,,,
188,5,1,10,1,8,10,2,2,1,7,180,0,-0.07,0,24,4,15.38,17.31,17.31,19.23,13.46,17.31,0,7,8,8,7,8,5,7,7,2,21,electrical engineering,5,,,,2,1,1,Atlanta,30092,46837,2,3,1,academician,2,2,1,5,10,8,8,5,7,5,7,3,5,5,5,7,7,3,6,,15.56,11.11,22.22,15.56,20,15.56,9,7,7,7,7,9,14.29,14.29,19.05,19.05,19.05,14.29,7,5,7,10,10,,,,,,1,8,8,5,8,5,8,6,2,2,0,11.9,11.9,23.81,16.67,16.67,19.05,7,6,9,7,9,3,1,1,,,,,,,14.58,14.58,20.83,14.58,18.75,16.67,10,6,6,8,6,6,14.29,16.33,18.37,16.33,20.41,14.29,7,6,9,7,9,,,,,,0,0,0,,,15.22,15.22,19.57,15.22,17.39,17.39,,,,,,,9,6,6,8,6,6,6,8,7,7,8,,7,6,9,6,8,,,,,
188,5,1,10,1,8,10,5,2,4,8,181,0,0.4,0,22,1,15.38,19.23,19.23,17.31,17.31,11.54,0,4,4,4,4,4,4,4,4,2,21,electrical engineering,5,,,,2,1,1,Atlanta,30092,46837,2,3,1,academician,2,2,1,5,10,8,8,5,7,5,7,3,5,5,5,7,7,3,6,,15.56,11.11,22.22,15.56,20,15.56,9,7,7,7,7,9,14.29,14.29,19.05,19.05,19.05,14.29,7,5,7,10,10,,,,,,1,6,7,5,6,2,5,3,2,2,0,11.9,11.9,23.81,16.67,16.67,19.05,7,6,9,7,9,3,1,1,,,,,,,14.58,14.58,20.83,14.58,18.75,16.67,10,6,6,8,6,6,14.29,16.33,18.37,16.33,20.41,14.29,7,6,9,7,9,,,,,,0,0,0,,,15.22,15.22,19.57,15.22,17.39,17.39,,,,,,,9,6,6,8,6,6,6,8,7,7,8,,7,6,9,6,8,,,,,
188,5,1,10,1,8,10,6,2,5,9,182,0,0.1,0,22,1,16.07,17.86,17.86,17.86,17.86,12.5,0,1,7,8,9,10,9,10,6,2,21,electrical engineering,5,,,,2,1,1,Atlanta,30092,46837,2,3,1,academician,2,2,1,5,10,8,8,5,7,5,7,3,5,5,5,7,7,3,6,,15.56,11.11,22.22,15.56,20,15.56,9,7,7,7,7,9,14.29,14.29,19.05,19.05,19.05,14.29,7,5,7,10,10,,,,,,0,5,7,7,6,7,5,2,1,2,0,11.9,11.9,23.81,16.67,16.67,19.05,7,6,9,7,9,3,1,1,,,,,,,14.58,14.58,20.83,14.58,18.75,16.67,10,6,6,8,6,6,14.29,16.33,18.37,16.33,20.41,14.29,7,6,9,7,9,,,,,,0,0,0,,,15.22,15.22,19.57,15.22,17.39,17.39,,,,,,,9,6,6,8,6,6,6,8,7,7,8,,7,6,9,6,8,,,,,
188,5,1,10,1,8,10,3,2,2,10,183,0,0.31,1,24,2,20,22.5,17.5,22.5,10,7.5,0,6,7,7,7,7,6,5,5,2,21,electrical engineering,5,,,,2,1,1,Atlanta,30092,46837,2,3,1,academician,2,2,1,5,10,8,8,5,7,5,7,3,5,5,5,7,7,3,6,,15.56,11.11,22.22,15.56,20,15.56,9,7,7,7,7,9,14.29,14.29,19.05,19.05,19.05,14.29,7,5,7,10,10,,,,,,0,4,5,5,5,5,5,3,1,2,0,11.9,11.9,23.81,16.67,16.67,19.05,7,6,9,7,9,3,1,1,,,,,,,14.58,14.58,20.83,14.58,18.75,16.67,10,6,6,8,6,6,14.29,16.33,18.37,16.33,20.41,14.29,7,6,9,7,9,,,,,,0,0,0,,,15.22,15.22,19.57,15.22,17.39,17.39,,,,,,,9,6,6,8,6,6,6,8,7,7,8,,7,6,9,6,8,,,,,
189,6,1,12,1,8,10,1,8,4,1,174,0,0.22,0,29,4,9.52,23.81,16.67,16.67,16.67,16.67,1,5,5,5,5,5,5,7,7,2,27,Law and Social Work,1,,,,6,6,1,Uruguay,11500,,1,6,2,Child Rights,9,8,7,8,5,7,7,7,7,7,9,5,7,9,7,8,4,7,5,,16.98,16.98,16.98,16.98,16.98,15.09,9,7,7,8,7,7,16.98,16.98,16.98,16.98,16.98,15.09,8,8,8,8,9,,,,,,0,5,8,7,5,5,4,5,7,2,0,16.67,16.67,16.67,16.67,16.67,16.67,8,9,8,8,10,4,3,3,,,,,,,16.36,16.36,16.36,16.36,16.36,18.18,10,7,7,8,7,9,16.67,16.67,16.67,16.67,16.67,16.67,8,8,8,8,9,,,,,,0,0,0,,,15.79,17.54,17.54,17.54,15.79,15.79,,,,,,,10,7,7,8,6,7,9,9,9,9,9,,8,9,8,8,9,,,,,
189,6,1,12,1,8,10,10,8,3,2,175,0,0.1,1,23,6,12.24,20.41,16.33,14.29,20.41,16.33,1,4,7,7,6,6,7,7,7,2,27,Law and Social Work,1,,,,6,6,1,Uruguay,11500,,1,6,2,Child Rights,9,8,7,8,5,7,7,7,7,7,9,5,7,9,7,8,4,7,5,,16.98,16.98,16.98,16.98,16.98,15.09,9,7,7,8,7,7,16.98,16.98,16.98,16.98,16.98,15.09,8,8,8,8,9,,,,,,0,6,6,5,5,4,5,6,2,2,0,16.67,16.67,16.67,16.67,16.67,16.67,8,9,8,8,10,4,3,3,,,,,,,16.36,16.36,16.36,16.36,16.36,18.18,10,7,7,8,7,9,16.67,16.67,16.67,16.67,16.67,16.67,8,8,8,8,9,,,,,,0,0,0,,,15.79,17.54,17.54,17.54,15.79,15.79,,,,,,,10,7,7,8,6,7,9,9,9,9,9,,8,9,8,8,9,,,,,
189,6,1,12,1,8,10,7,8,10,3,176,0,-0.05,0,28,4,13.04,21.74,19.57,17.39,15.22,13.04,0,6,7,7,5,5,3,5,1,2,27,Law and Social Work,1,,,,6,6,1,Uruguay,11500,,1,6,2,Child Rights,9,8,7,8,5,7,7,7,7,7,9,5,7,9,7,8,4,7,5,,16.98,16.98,16.98,16.98,16.98,15.09,9,7,7,8,7,7,16.98,16.98,16.98,16.98,16.98,15.09,8,8,8,8,9,,,,,,0,8,8,5,6,4,5,7,2,2,0,16.67,16.67,16.67,16.67,16.67,16.67,8,9,8,8,10,4,3,3,,,,,,,16.36,16.36,16.36,16.36,16.36,18.18,10,7,7,8,7,9,16.67,16.67,16.67,16.67,16.67,16.67,8,8,8,8,9,,,,,,0,0,0,,,15.79,17.54,17.54,17.54,15.79,15.79,,,,,,,10,7,7,8,6,7,9,9,9,9,9,,8,9,8,8,9,,,,,
189,6,1,12,1,8,10,4,8,7,4,177,0,0.05,0,22,2,15.09,16.98,16.98,16.98,18.87,15.09,0,4,6,6,3,5,4,5,4,2,27,Law and Social Work,1,,,,6,6,1,Uruguay,11500,,1,6,2,Child Rights,9,8,7,8,5,7,7,7,7,7,9,5,7,9,7,8,4,7,5,,16.98,16.98,16.98,16.98,16.98,15.09,9,7,7,8,7,7,16.98,16.98,16.98,16.98,16.98,15.09,8,8,8,8,9,,,,,,0,5,6,6,5,9,5,5,7,2,0,16.67,16.67,16.67,16.67,16.67,16.67,8,9,8,8,10,4,3,3,,,,,,,16.36,16.36,16.36,16.36,16.36,18.18,10,7,7,8,7,9,16.67,16.67,16.67,16.67,16.67,16.67,8,8,8,8,9,,,,,,0,0,0,,,15.79,17.54,17.54,17.54,15.79,15.79,,,,,,,10,7,7,8,6,7,9,9,9,9,9,,8,9,8,8,9,,,,,
189,6,1,12,1,8,10,8,8,1,5,178,0,-0.02,0,35,4,15.22,17.39,17.39,17.39,15.22,17.39,1,7,7,7,5,,,6,6,2,27,Law and Social Work,1,,,,6,6,1,Uruguay,11500,,1,6,2,Child Rights,9,8,7,8,5,7,7,7,7,7,9,5,7,9,7,8,4,7,5,,16.98,16.98,16.98,16.98,16.98,15.09,9,7,7,8,7,7,16.98,16.98,16.98,16.98,16.98,15.09,8,8,8,8,9,,,,,,0,5,8,8,5,5,6,6,5,2,0,16.67,16.67,16.67,16.67,16.67,16.67,8,9,8,8,10,4,3,3,,,,,,,16.36,16.36,16.36,16.36,16.36,18.18,10,7,7,8,7,9,16.67,16.67,16.67,16.67,16.67,16.67,8,8,8,8,9,,,,,,0,0,0,,,15.79,17.54,17.54,17.54,15.79,15.79,,,,,,,10,7,7,8,6,7,9,9,9,9,9,,8,9,8,8,9,,,,,
189,6,1,12,1,8,10,9,8,2,6,179,0,0.13,0,30,3,19.15,21.28,17.02,17.02,12.77,12.77,0,4,8,7,5,7,7,5,5,2,27,Law and Social Work,1,,,,6,6,1,Uruguay,11500,,1,6,2,Child Rights,9,8,7,8,5,7,7,7,7,7,9,5,7,9,7,8,4,7,5,,16.98,16.98,16.98,16.98,16.98,15.09,9,7,7,8,7,7,16.98,16.98,16.98,16.98,16.98,15.09,8,8,8,8,9,,,,,,0,7,8,8,8,8,7,8,7,2,0,16.67,16.67,16.67,16.67,16.67,16.67,8,9,8,8,10,4,3,3,,,,,,,16.36,16.36,16.36,16.36,16.36,18.18,10,7,7,8,7,9,16.67,16.67,16.67,16.67,16.67,16.67,8,8,8,8,9,,,,,,0,0,0,,,15.79,17.54,17.54,17.54,15.79,15.79,,,,,,,10,7,7,8,6,7,9,9,9,9,9,,8,9,8,8,9,,,,,
189,6,1,12,1,8,10,2,8,5,7,180,0,-0.27,0,24,4,15.38,17.31,17.31,19.23,13.46,17.31,0,7,6,7,6,6,5,6,6,2,27,Law and Social Work,1,,,,6,6,1,Uruguay,11500,,1,6,2,Child Rights,9,8,7,8,5,7,7,7,7,7,9,5,7,9,7,8,4,7,5,,16.98,16.98,16.98,16.98,16.98,15.09,9,7,7,8,7,7,16.98,16.98,16.98,16.98,16.98,15.09,8,8,8,8,9,,,,,,0,6,8,8,6,6,5,6,7,2,0,16.67,16.67,16.67,16.67,16.67,16.67,8,9,8,8,10,4,3,3,,,,,,,16.36,16.36,16.36,16.36,16.36,18.18,10,7,7,8,7,9,16.67,16.67,16.67,16.67,16.67,16.67,8,8,8,8,9,,,,,,0,0,0,,,15.79,17.54,17.54,17.54,15.79,15.79,,,,,,,10,7,7,8,6,7,9,9,9,9,9,,8,9,8,8,9,,,,,
189,6,1,12,1,8,10,5,8,8,8,181,0,-0.22,0,22,1,15.38,19.23,19.23,17.31,17.31,11.54,1,5,10,8,8,9,4,4,4,2,27,Law and Social Work,1,,,,6,6,1,Uruguay,11500,,1,6,2,Child Rights,9,8,7,8,5,7,7,7,7,7,9,5,7,9,7,8,4,7,5,,16.98,16.98,16.98,16.98,16.98,15.09,9,7,7,8,7,7,16.98,16.98,16.98,16.98,16.98,15.09,8,8,8,8,9,,,,,,0,6,7,7,6,7,6,6,7,2,0,16.67,16.67,16.67,16.67,16.67,16.67,8,9,8,8,10,4,3,3,,,,,,,16.36,16.36,16.36,16.36,16.36,18.18,10,7,7,8,7,9,16.67,16.67,16.67,16.67,16.67,16.67,8,8,8,8,9,,,,,,0,0,0,,,15.79,17.54,17.54,17.54,15.79,15.79,,,,,,,10,7,7,8,6,7,9,9,9,9,9,,8,9,8,8,9,,,,,
189,6,1,12,1,8,10,6,8,9,9,182,0,-0.22,0,22,1,16.07,17.86,17.86,17.86,17.86,12.5,0,6,8,8,8,9,8,6,6,2,27,Law and Social Work,1,,,,6,6,1,Uruguay,11500,,1,6,2,Child Rights,9,8,7,8,5,7,7,7,7,7,9,5,7,9,7,8,4,7,5,,16.98,16.98,16.98,16.98,16.98,15.09,9,7,7,8,7,7,16.98,16.98,16.98,16.98,16.98,15.09,8,8,8,8,9,,,,,,0,5,7,6,6,7,5,6,7,2,0,16.67,16.67,16.67,16.67,16.67,16.67,8,9,8,8,10,4,3,3,,,,,,,16.36,16.36,16.36,16.36,16.36,18.18,10,7,7,8,7,9,16.67,16.67,16.67,16.67,16.67,16.67,8,8,8,8,9,,,,,,0,0,0,,,15.79,17.54,17.54,17.54,15.79,15.79,,,,,,,10,7,7,8,6,7,9,9,9,9,9,,8,9,8,8,9,,,,,
189,6,1,12,1,8,10,3,8,6,10,183,0,0.05,0,24,2,20,22.5,17.5,22.5,10,7.5,0,6,8,8,7,6,9,5,6,2,27,Law and Social Work,1,,,,6,6,1,Uruguay,11500,,1,6,2,Child Rights,9,8,7,8,5,7,7,7,7,7,9,5,7,9,7,8,4,7,5,,16.98,16.98,16.98,16.98,16.98,15.09,9,7,7,8,7,7,16.98,16.98,16.98,16.98,16.98,15.09,8,8,8,8,9,,,,,,0,6,8,7,7,7,6,7,7,2,0,16.67,16.67,16.67,16.67,16.67,16.67,8,9,8,8,10,4,3,3,,,,,,,16.36,16.36,16.36,16.36,16.36,18.18,10,7,7,8,7,9,16.67,16.67,16.67,16.67,16.67,16.67,8,8,8,8,9,,,,,,0,0,0,,,15.79,17.54,17.54,17.54,15.79,15.79,,,,,,,10,7,7,8,6,7,9,9,9,9,9,,8,9,8,8,9,,,,,
190,7,1,14,1,8,10,1,6,6,1,174,0,0.21,0,29,4,9.52,23.81,16.67,16.67,16.67,16.67,1,5,5,6,6,6,6,6,8,2,25,International Development,13,,,,2,1,1,Azerbaijan,370138,,2,7,3,Development work on field in the middle of nowhere,9,7,7,8,3,2,2,6,5,9,8,2,4,7,9,10,3,1,8,,15.56,20,20,20,13.33,11.11,9,7,8,9,8,7,12.77,19.15,19.15,19.15,14.89,14.89,7,7,7,7,7,,,,,,0,5,8,8,8,4,,4,6,2,5,19.57,19.57,17.39,21.74,10.87,10.87,5,8,5,9,4,6,3,3,,,,,,,18.6,16.28,13.95,23.26,13.95,13.95,9,8,5,7,4,7,14.89,19.15,19.15,17.02,19.15,10.64,6,7,8,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,7,1,14,1,8,10,10,6,5,2,175,1,0.05,0,23,6,12.24,20.41,16.33,14.29,20.41,16.33,1,7,8,7,7,5,7,7,7,7,25,International Development,13,,,,2,1,1,Azerbaijan,370138,,2,7,3,Development work on field in the middle of nowhere,9,7,7,8,3,2,2,6,5,9,8,2,4,7,9,10,3,1,8,,15.56,20,20,20,13.33,11.11,9,7,8,9,8,7,12.77,19.15,19.15,19.15,14.89,14.89,7,7,7,7,7,,,,,,1,9,8,8,9,8,10,7,5,1,5,19.57,19.57,17.39,21.74,10.87,10.87,5,8,5,9,4,6,3,3,,,,,,,18.6,16.28,13.95,23.26,13.95,13.95,9,8,5,7,4,7,14.89,19.15,19.15,17.02,19.15,10.64,6,7,8,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
