"account_id";"district_id";"frequency";"date"
3298;29;"POPLATEK MESICNE";930804
2938;1;"POPLATEK MESICNE";930804
2199;1;"POPLATEK MESICNE";930804
3745;5;"POPLATEK MESICNE";930804
3699;50;"POPLATEK MESICNE";930805
816;52;"POPLATEK MESICNE";930805
3656;53;"POPLATEK MESICNE";930806
2038;42;"POPLATEK MESICNE";930806
2542;21;"POPLATEK MESICNE";930807
1136;12;"POPLATEK MESICNE";930807
1589;37;"POPLATEK MESICNE";930807
3136;69;"POPLATEK MESICNE";930807
3547;54;"POPLATEK MESICNE";930807
26;52;"POPLATEK MESICNE";930808
657;47;"POPLATEK MESICNE";930808
3538;58;"POPLATEK MESICNE";930808
2167;16;"POPLATEK MESICNE";930808
3127;66;"POPLATEK MESICNE";930808
47;45;"POPLATEK MESICNE";930808
3850;8;"POPLATEK MESICNE";930809
5366;70;"POPLATEK MESICNE";930809
747;39;"POPLATEK MESICNE";930809
3166;71;"POPLATEK MESICNE";930810
11021;1;"POPLATEK MESICNE";930810
1701;1;"POPLATEK MESICNE";930810
3613;43;"POPLATEK MESICNE";930810
3600;27;"POPLATEK MESICNE";930810
3792;10;"POPLATEK MESICNE";930811
523;1;"POPLATEK MESICNE";930811
3808;38;"POPLATEK MESICNE";930811
1401;1;"POPLATEK MESICNE";930812
541;61;"POPLATEK MESICNE";930812
1023;21;"POPLATEK MESICNE";930813
3683;33;"POPLATEK MESICNE";930813
3220;29;"POPLATEK MESICNE";930814
1779;33;"POPLATEK MESICNE";930815
1912;64;"POPLATEK MESICNE";930815
238;6;"POPLATEK MESICNE";930815
3113;67;"POPLATEK MESICNE";930816
5481;52;"POPLATEK MESICNE";930816
3035;15;"POPLATEK TYDNE";930816
942;9;"POPLATEK MESICNE";930816
3221;5;"POPLATEK MESICNE";930817
2616;1;"POPLATEK MESICNE";930817
2137;4;"POPLATEK PO OBRATU";930817
978;73;"POPLATEK MESICNE";930818
2771;37;"POPLATEK MESICNE";930818
3891;1;"POPLATEK MESICNE";930818
9236;11;"POPLATEK MESICNE";930818
274;76;"POPLATEK MESICNE";930820
552;14;"POPLATEK MESICNE";930820
2417;44;"POPLATEK MESICNE";930820
3868;43;"POPLATEK MESICNE";930821
9869;12;"POPLATEK MESICNE";930821
1875;44;"POPLATEK MESICNE";930821
8212;52;"POPLATEK PO OBRATU";930821
3477;71;"POPLATEK MESICNE";930822
1513;30;"POPLATEK MESICNE";930823
3053;11;"POPLATEK MESICNE";930823
1057;13;"POPLATEK MESICNE";930823
6030;47;"POPLATEK MESICNE";930824
3407;28;"POPLATEK MESICNE";930824
1761;24;"POPLATEK MESICNE";930824
3306;75;"POPLATEK MESICNE";930824
162;60;"POPLATEK MESICNE";930825
5011;31;"POPLATEK MESICNE";930825
965;20;"POPLATEK MESICNE";930825
1305;57;"POPLATEK MESICNE";930825
815;56;"POPLATEK MESICNE";930825
1449;35;"POPLATEK MESICNE";930826
950;49;"POPLATEK MESICNE";930826
3361;45;"POPLATEK MESICNE";930826
3837;48;"POPLATEK PO OBRATU";930826
33;22;"POPLATEK MESICNE";930826
2894;17;"POPLATEK MESICNE";930828
2510;61;"POPLATEK MESICNE";930828
389;30;"POPLATEK MESICNE";930828
6051;56;"POPLATEK MESICNE";930828
730;4;"POPLATEK MESICNE";930828
1694;6;"POPLATEK TYDNE";930829
721;76;"POPLATEK MESICNE";930829
1106;20;"POPLATEK TYDNE";930829
3319;56;"POPLATEK MESICNE";930829
10451;1;"POPLATEK MESICNE";930829
172;13;"POPLATEK MESICNE";930830
3920;74;"POPLATEK MESICNE";930901
3011;64;"POPLATEK MESICNE";930901
1337;23;"POPLATEK MESICNE";930901
2592;69;"POPLATEK MESICNE";930901
146;4;"POPLATEK MESICNE";930902
2576;1;"POPLATEK MESICNE";930902
3195;40;"POPLATEK MESICNE";930902
8073;24;"POPLATEK PO OBRATU";930903
4463;67;"POPLATEK MESICNE";930903
2082;36;"POPLATEK MESICNE";930903
2020;13;"POPLATEK MESICNE";930904
160;23;"POPLATEK MESICNE";930904
7607;1;"POPLATEK MESICNE";930905
117;31;"POPLATEK MESICNE";930905
3509;2;"POPLATEK MESICNE";930905
151;76;"POPLATEK MESICNE";930906
1719;1;"POPLATEK MESICNE";930906
3456;32;"POPLATEK MESICNE";930906
2951;44;"POPLATEK MESICNE";930906
7190;49;"POPLATEK MESICNE";930906
1827;10;"POPLATEK MESICNE";930906
1689;55;"POPLATEK MESICNE";930907
1197;68;"POPLATEK MESICNE";930907
5952;50;"POPLATEK MESICNE";930907
6930;41;"POPLATEK MESICNE";930908
1107;42;"POPLATEK MESICNE";930908
8475;4;"POPLATEK MESICNE";930908
3575;7;"POPLATEK MESICNE";930908
2691;69;"POPLATEK MESICNE";930908
3323;13;"POPLATEK MESICNE";930908
2428;72;"POPLATEK MESICNE";930908
2649;2;"POPLATEK MESICNE";930908
2907;70;"POPLATEK MESICNE";930909
1091;16;"POPLATEK MESICNE";930909
1487;66;"POPLATEK MESICNE";930910
3157;77;"POPLATEK MESICNE";930910
4414;24;"POPLATEK MESICNE";930910
2302;24;"POPLATEK MESICNE";930910
1410;74;"POPLATEK MESICNE";930911
1146;67;"POPLATEK MESICNE";930912
8564;68;"POPLATEK MESICNE";930912
750;73;"POPLATEK MESICNE";930912
2150;37;"POPLATEK MESICNE";930912
10940;50;"POPLATEK MESICNE";930913
9337;30;"POPLATEK MESICNE";930913
861;22;"POPLATEK MESICNE";930913
10440;72;"POPLATEK MESICNE";930913
10036;1;"POPLATEK MESICNE";930913
1234;6;"POPLATEK MESICNE";930913
7774;74;"POPLATEK PO OBRATU";930914
1547;72;"POPLATEK MESICNE";930914
1079;74;"POPLATEK MESICNE";930914
3863;15;"POPLATEK MESICNE";930914
3480;58;"POPLATEK MESICNE";930914
2671;1;"POPLATEK MESICNE";930915
1705;70;"POPLATEK MESICNE";930915
3028;27;"POPLATEK MESICNE";930915
3310;25;"POPLATEK MESICNE";930915
6715;48;"POPLATEK TYDNE";930915
3255;1;"POPLATEK MESICNE";930915
3751;9;"POPLATEK MESICNE";930915
2987;18;"POPLATEK MESICNE";930916
857;77;"POPLATEK MESICNE";930916
3042;10;"POPLATEK MESICNE";930916
2695;16;"POPLATEK MESICNE";930916
2849;1;"POPLATEK MESICNE";930916
2802;1;"POPLATEK MESICNE";930916
34;67;"POPLATEK TYDNE";930917
7133;1;"POPLATEK MESICNE";930917
699;1;"POPLATEK MESICNE";930917
2282;29;"POPLATEK TYDNE";930917
8489;19;"POPLATEK MESICNE";930918
837;46;"POPLATEK MESICNE";930918
8759;1;"POPLATEK MESICNE";930918
1602;33;"POPLATEK MESICNE";930919
2958;48;"POPLATEK MESICNE";930919
3408;62;"POPLATEK MESICNE";930919
153;77;"POPLATEK MESICNE";930919
3268;21;"POPLATEK MESICNE";930920
854;62;"POPLATEK MESICNE";930921
1831;1;"POPLATEK MESICNE";930921
39;36;"POPLATEK MESICNE";930922
1811;40;"POPLATEK MESICNE";930922
3822;8;"POPLATEK MESICNE";930922
1404;7;"POPLATEK TYDNE";930922
517;76;"POPLATEK MESICNE";930922
1440;55;"POPLATEK MESICNE";930922
3505;46;"POPLATEK MESICNE";930923
1804;20;"POPLATEK TYDNE";930923
2617;1;"POPLATEK MESICNE";930924
467;74;"POPLATEK MESICNE";930924
4437;40;"POPLATEK MESICNE";930924
1453;61;"POPLATEK TYDNE";930925
3977;7;"POPLATEK MESICNE";930925
8982;64;"POPLATEK MESICNE";930925
27;73;"POPLATEK MESICNE";930926
4511;33;"POPLATEK MESICNE";930926
1052;61;"POPLATEK MESICNE";930927
10227;62;"POPLATEK PO OBRATU";930927
3171;61;"POPLATEK MESICNE";930928
228;5;"POPLATEK MESICNE";930928
3618;29;"POPLATEK MESICNE";930929
1016;40;"POPLATEK MESICNE";930929
15;70;"POPLATEK MESICNE";931002
3237;20;"POPLATEK MESICNE";931002
1485;36;"POPLATEK MESICNE";931003
7769;23;"POPLATEK MESICNE";931003
2613;26;"POPLATEK MESICNE";931003
2201;8;"POPLATEK MESICNE";931005
1896;74;"POPLATEK MESICNE";931005
5387;1;"POPLATEK MESICNE";931005
3535;1;"POPLATEK MESICNE";931005
1120;1;"POPLATEK MESICNE";931005
235;41;"POPLATEK MESICNE";931006
3701;76;"POPLATEK MESICNE";931006
1516;67;"POPLATEK MESICNE";931008
4543;33;"POPLATEK MESICNE";931008
2427;70;"POPLATEK TYDNE";931008
1981;64;"POPLATEK MESICNE";931008
8566;74;"POPLATEK MESICNE";931008
678;17;"POPLATEK MESICNE";931008
4659;56;"POPLATEK MESICNE";931008
4059;34;"POPLATEK MESICNE";931008
4013;73;"POPLATEK PO OBRATU";931008
7011;75;"POPLATEK MESICNE";931008
2132;76;"POPLATEK MESICNE";931008
1816;44;"POPLATEK MESICNE";931008
2623;58;"POPLATEK MESICNE";931009
2793;47;"POPLATEK MESICNE";931009
2479;18;"POPLATEK MESICNE";931009
11135;75;"POPLATEK MESICNE";931010
8041;1;"POPLATEK MESICNE";931010
492;5;"POPLATEK MESICNE";931010
799;56;"POPLATEK MESICNE";931010
3972;51;"POPLATEK MESICNE";931011
1468;54;"POPLATEK MESICNE";931011
624;70;"POPLATEK MESICNE";931011
3483;40;"POPLATEK MESICNE";931012
4260;56;"POPLATEK MESICNE";931014
616;43;"POPLATEK MESICNE";931014
931;59;"POPLATEK MESICNE";931015
102;11;"POPLATEK MESICNE";931016
540;75;"POPLATEK MESICNE";931016
2660;1;"POPLATEK TYDNE";931017
4287;1;"POPLATEK MESICNE";931017
3551;6;"POPLATEK MESICNE";931017
2072;41;"POPLATEK MESICNE";931017
4119;77;"POPLATEK MESICNE";931018
1345;28;"POPLATEK MESICNE";931019
1565;36;"POPLATEK MESICNE";931020
2824;11;"POPLATEK MESICNE";931020
2052;61;"POPLATEK MESICNE";931020
1767;21;"POPLATEK MESICNE";931020
2140;75;"POPLATEK MESICNE";931021
1051;35;"POPLATEK MESICNE";931021
3927;56;"POPLATEK MESICNE";931022
2050;1;"POPLATEK MESICNE";931022
2276;31;"POPLATEK MESICNE";931022
126;5;"POPLATEK MESICNE";931023
2859;11;"POPLATEK MESICNE";931023
2667;23;"POPLATEK MESICNE";931023
1789;46;"POPLATEK MESICNE";931023
838;47;"POPLATEK MESICNE";931023
3264;70;"POPLATEK MESICNE";931023
198;70;"POPLATEK MESICNE";931025
2345;5;"POPLATEK MESICNE";931025
5256;72;"POPLATEK PO OBRATU";931025
40;64;"POPLATEK MESICNE";931025
419;13;"POPLATEK MESICNE";931025
3892;43;"POPLATEK MESICNE";931025
1217;69;"POPLATEK MESICNE";931025
397;11;"POPLATEK MESICNE";931026
3146;68;"POPLATEK MESICNE";931026
287;16;"POPLATEK MESICNE";931027
2180;45;"POPLATEK MESICNE";931027
354;59;"POPLATEK MESICNE";931028
259;2;"POPLATEK MESICNE";931028
1666;67;"POPLATEK MESICNE";931030
1495;36;"POPLATEK MESICNE";931101
2582;28;"POPLATEK MESICNE";931101
4470;16;"POPLATEK MESICNE";931101
1381;57;"POPLATEK MESICNE";931101
2435;38;"POPLATEK MESICNE";931101
542;1;"POPLATEK MESICNE";931101
1123;13;"POPLATEK MESICNE";931101
3225;1;"POPLATEK MESICNE";931101
1133;1;"POPLATEK MESICNE";931101
3086;1;"POPLATEK MESICNE";931102
2250;35;"POPLATEK MESICNE";931102
340;1;"POPLATEK MESICNE";931103
4079;52;"POPLATEK MESICNE";931103
841;1;"POPLATEK MESICNE";931104
2269;6;"POPLATEK MESICNE";931104
2867;30;"POPLATEK MESICNE";931104
3371;68;"POPLATEK MESICNE";931104
520;60;"POPLATEK MESICNE";931104
743;10;"POPLATEK MESICNE";931105
3640;10;"POPLATEK MESICNE";931105
3354;63;"POPLATEK MESICNE";931105
107;64;"POPLATEK MESICNE";931105
243;55;"POPLATEK TYDNE";931106
3687;71;"POPLATEK MESICNE";931106
1984;73;"POPLATEK MESICNE";931107
4173;1;"POPLATEK MESICNE";931108
2700;74;"POPLATEK MESICNE";931108
2318;73;"POPLATEK MESICNE";931108
7965;55;"POPLATEK MESICNE";931108
3352;42;"POPLATEK MESICNE";931108
4255;70;"POPLATEK TYDNE";931108
73;72;"POPLATEK MESICNE";931108
3948;1;"POPLATEK MESICNE";931109
648;13;"POPLATEK MESICNE";931109
3688;70;"POPLATEK MESICNE";931110
462;29;"POPLATEK MESICNE";931110
3243;1;"POPLATEK MESICNE";931110
8625;64;"POPLATEK MESICNE";931110
321;47;"POPLATEK MESICNE";931111
3548;23;"POPLATEK MESICNE";931111
5984;11;"POPLATEK MESICNE";931111
3091;3;"POPLATEK MESICNE";931111
626;72;"POPLATEK MESICNE";931111
998;47;"POPLATEK MESICNE";931111
3326;5;"POPLATEK MESICNE";931111
2457;76;"POPLATEK MESICNE";931111
2549;74;"POPLATEK MESICNE";931112
1947;35;"POPLATEK MESICNE";931112
2738;41;"POPLATEK MESICNE";931112
1809;1;"POPLATEK TYDNE";931112
519;24;"POPLATEK MESICNE";931112
2665;61;"POPLATEK MESICNE";931113
1114;6;"POPLATEK TYDNE";931113
8957;1;"POPLATEK MESICNE";931113
2271;68;"POPLATEK MESICNE";931113
196;4;"POPLATEK MESICNE";931114
3218;41;"POPLATEK MESICNE";931114
3660;74;"POPLATEK MESICNE";931114
787;10;"POPLATEK MESICNE";931114
3820;1;"POPLATEK MESICNE";931114
10906;76;"POPLATEK MESICNE";931114
914;73;"POPLATEK MESICNE";931114
9656;61;"POPLATEK MESICNE";931114
1941;60;"POPLATEK MESICNE";931115
3617;22;"POPLATEK MESICNE";931115
3370;49;"POPLATEK MESICNE";931115
1664;56;"POPLATEK MESICNE";931115
4337;29;"POPLATEK MESICNE";931116
2557;40;"POPLATEK MESICNE";931117
1527;31;"POPLATEK PO OBRATU";931117
3938;57;"POPLATEK MESICNE";931117
1686;11;"POPLATEK MESICNE";931118
10670;60;"POPLATEK MESICNE";931118
3309;66;"POPLATEK MESICNE";931120
3107;5;"POPLATEK MESICNE";931120
8377;29;"POPLATEK MESICNE";931120
345;5;"POPLATEK MESICNE";931120
498;1;"POPLATEK MESICNE";931121
3571;39;"POPLATEK MESICNE";931121
5991;1;"POPLATEK MESICNE";931121
1128;74;"POPLATEK MESICNE";931121
10439;66;"POPLATEK MESICNE";931121
1302;55;"POPLATEK MESICNE";931121
10788;67;"POPLATEK TYDNE";931122
4343;31;"POPLATEK MESICNE";931122
2460;1;"POPLATEK MESICNE";931122
1931;20;"POPLATEK MESICNE";931123
2972;12;"POPLATEK MESICNE";931123
1286;66;"POPLATEK PO OBRATU";931123
1235;76;"POPLATEK MESICNE";931123
4385;23;"POPLATEK MESICNE";931123
7449;1;"POPLATEK MESICNE";931124
545;54;"POPLATEK MESICNE";931124
245;65;"POPLATEK MESICNE";931125
688;74;"POPLATEK MESICNE";931125
173;66;"POPLATEK MESICNE";931126
10904;48;"POPLATEK MESICNE";931126
7844;1;"POPLATEK MESICNE";931126
6353;26;"POPLATEK MESICNE";931126
604;12;"POPLATEK MESICNE";931126
6806;1;"POPLATEK MESICNE";931126
5927;15;"POPLATEK MESICNE";931126
2419;24;"POPLATEK MESICNE";931127
1288;11;"POPLATEK MESICNE";931127
3003;18;"POPLATEK MESICNE";931127
10131;1;"POPLATEK MESICNE";931127
1952;70;"POPLATEK MESICNE";931128
651;72;"POPLATEK MESICNE";931128
2989;4;"POPLATEK MESICNE";931128
1499;47;"POPLATEK MESICNE";931128
426;1;"POPLATEK MESICNE";931129
3570;44;"POPLATEK MESICNE";931129
4237;18;"POPLATEK MESICNE";931129
2739;59;"POPLATEK MESICNE";931129
4526;63;"POPLATEK MESICNE";931129
1621;75;"POPLATEK MESICNE";931201
344;54;"POPLATEK MESICNE";931201
1359;8;"POPLATEK MESICNE";931202
290;56;"POPLATEK MESICNE";931202
66;48;"POPLATEK PO OBRATU";931203
1314;48;"POPLATEK MESICNE";931203
3145;4;"POPLATEK MESICNE";931203
1204;29;"POPLATEK MESICNE";931203
437;43;"POPLATEK MESICNE";931203
2063;1;"POPLATEK MESICNE";931204
3087;15;"POPLATEK MESICNE";931204
2588;5;"POPLATEK MESICNE";931204
956;74;"POPLATEK MESICNE";931205
597;41;"POPLATEK MESICNE";931205
3129;5;"POPLATEK MESICNE";931205
884;2;"POPLATEK MESICNE";931207
4264;28;"POPLATEK MESICNE";931207
3223;1;"POPLATEK MESICNE";931207
737;34;"POPLATEK MESICNE";931208
2306;38;"POPLATEK MESICNE";931208
1673;53;"POPLATEK MESICNE";931208
10663;11;"POPLATEK MESICNE";931208
3345;22;"POPLATEK MESICNE";931208
1970;8;"POPLATEK MESICNE";931208
2504;16;"POPLATEK MESICNE";931209
358;12;"POPLATEK MESICNE";931209
2980;66;"POPLATEK MESICNE";931209
3918;53;"POPLATEK MESICNE";931209
1680;59;"POPLATEK MESICNE";931210
3039;1;"POPLATEK MESICNE";931210
3380;64;"POPLATEK MESICNE";931210
2128;22;"POPLATEK MESICNE";931210
903;47;"POPLATEK MESICNE";931210
1762;28;"POPLATEK MESICNE";931211
61;70;"POPLATEK MESICNE";931211
391;36;"POPLATEK MESICNE";931211
2305;1;"POPLATEK MESICNE";931211
1588;67;"POPLATEK MESICNE";931211
183;43;"POPLATEK MESICNE";931212
365;74;"POPLATEK MESICNE";931212
2476;32;"POPLATEK MESICNE";931212
347;65;"POPLATEK MESICNE";931213
1877;76;"POPLATEK MESICNE";931213
3196;1;"POPLATEK MESICNE";931213
2928;55;"POPLATEK MESICNE";931214
1225;4;"POPLATEK MESICNE";931214
3825;7;"POPLATEK MESICNE";931214
180;55;"POPLATEK TYDNE";931214
2813;24;"POPLATEK MESICNE";931215
1605;72;"POPLATEK MESICNE";931216
1792;7;"POPLATEK MESICNE";931216
1604;54;"POPLATEK MESICNE";931216
883;1;"POPLATEK MESICNE";931217
441;27;"POPLATEK TYDNE";931217
3429;73;"POPLATEK MESICNE";931217
4514;69;"POPLATEK MESICNE";931218
1088;32;"POPLATEK MESICNE";931219
3094;56;"POPLATEK MESICNE";931220
1768;15;"POPLATEK MESICNE";931220
2768;73;"POPLATEK MESICNE";931220
2257;57;"POPLATEK MESICNE";931221
1882;1;"POPLATEK MESICNE";931221
719;30;"POPLATEK MESICNE";931221
5092;74;"POPLATEK MESICNE";931221
3292;1;"POPLATEK MESICNE";931221
3604;75;"POPLATEK MESICNE";931222
2733;76;"POPLATEK MESICNE";931222
3669;76;"POPLATEK MESICNE";931222
1940;52;"POPLATEK MESICNE";931222
3056;55;"POPLATEK MESICNE";931222
1419;33;"POPLATEK MESICNE";931222
2971;76;"POPLATEK TYDNE";931223
1959;62;"POPLATEK MESICNE";931224
3164;33;"POPLATEK MESICNE";931224
3197;1;"POPLATEK MESICNE";931225
2770;42;"POPLATEK MESICNE";931225
7944;59;"POPLATEK MESICNE";931227
1080;55;"POPLATEK MESICNE";931227
6148;74;"POPLATEK MESICNE";931227
2010;1;"POPLATEK MESICNE";931227
3135;72;"POPLATEK MESICNE";931227
1098;47;"POPLATEK MESICNE";931228
100;41;"POPLATEK MESICNE";931228
2913;8;"POPLATEK MESICNE";931228
1153;35;"POPLATEK MESICNE";931229
1635;19;"POPLATEK MESICNE";931229
2842;14;"POPLATEK MESICNE";931229
3759;1;"POPLATEK MESICNE";931229
3594;29;"POPLATEK MESICNE";931230
2778;38;"POPLATEK MESICNE";931230
2161;15;"POPLATEK TYDNE";931230
2789;14;"POPLATEK MESICNE";940101
1552;18;"POPLATEK MESICNE";940102
628;72;"POPLATEK MESICNE";940103
1458;29;"POPLATEK MESICNE";940103
2673;34;"POPLATEK MESICNE";940104
1788;1;"POPLATEK MESICNE";940104
1193;29;"POPLATEK MESICNE";940105
969;19;"POPLATEK MESICNE";940108
1512;1;"POPLATEK MESICNE";940108
3997;62;"POPLATEK MESICNE";940113
2179;1;"POPLATEK TYDNE";940114
1164;35;"POPLATEK MESICNE";940114
4774;66;"POPLATEK MESICNE";940114
4413;74;"POPLATEK TYDNE";940115
1824;52;"POPLATEK MESICNE";940117
1231;7;"POPLATEK MESICNE";940118
2664;58;"POPLATEK MESICNE";940120
1627;1;"POPLATEK MESICNE";940120
9104;10;"POPLATEK MESICNE";940121
2326;70;"POPLATEK MESICNE";940124
4356;47;"POPLATEK MESICNE";940126
3667;55;"POPLATEK MESICNE";940126
742;77;"POPLATEK MESICNE";940128
2538;42;"POPLATEK MESICNE";940130
127;29;"POPLATEK MESICNE";940202
726;76;"POPLATEK MESICNE";940203
4907;42;"POPLATEK MESICNE";940206
2628;64;"POPLATEK PO OBRATU";940206
3898;70;"POPLATEK MESICNE";940207
6472;61;"POPLATEK MESICNE";940208
1770;65;"POPLATEK MESICNE";940208
2472;60;"POPLATEK MESICNE";940208
1159;49;"POPLATEK MESICNE";940209
4418;66;"POPLATEK MESICNE";940209
1470;19;"POPLATEK MESICNE";940210
1813;47;"POPLATEK MESICNE";940211
4416;14;"POPLATEK MESICNE";940212
2315;75;"POPLATEK MESICNE";940213
3876;69;"POPLATEK MESICNE";940213
4329;1;"POPLATEK MESICNE";940217
3184;1;"POPLATEK MESICNE";940218
370;25;"POPLATEK MESICNE";940218
1317;56;"POPLATEK MESICNE";940218
2675;1;"POPLATEK MESICNE";940219
3840;76;"POPLATEK MESICNE";940219
4009;56;"POPLATEK MESICNE";940220
3886;1;"POPLATEK MESICNE";940220
3445;1;"POPLATEK MESICNE";940222
2482;1;"POPLATEK MESICNE";940223
2361;28;"POPLATEK MESICNE";940225
974;29;"POPLATEK MESICNE";940225
2959;8;"POPLATEK MESICNE";940225
1880;76;"POPLATEK MESICNE";940225
3355;70;"POPLATEK MESICNE";940226
2501;30;"POPLATEK MESICNE";940226
1073;73;"POPLATEK MESICNE";940227
8558;1;"POPLATEK PO OBRATU";940227
3101;1;"POPLATEK MESICNE";940227
2568;17;"POPLATEK MESICNE";940302
1169;49;"POPLATEK PO OBRATU";940302
3684;23;"POPLATEK MESICNE";940304
1406;50;"POPLATEK MESICNE";940304
71;1;"POPLATEK MESICNE";940305
3528;10;"POPLATEK MESICNE";940305
3405;36;"POPLATEK MESICNE";940307
6118;1;"POPLATEK TYDNE";940307
2382;59;"POPLATEK MESICNE";940308
1570;1;"POPLATEK MESICNE";940312
1511;51;"POPLATEK PO OBRATU";940313
1237;9;"POPLATEK MESICNE";940313
3307;30;"POPLATEK MESICNE";940313
3378;55;"POPLATEK MESICNE";940314
989;19;"POPLATEK MESICNE";940314
3253;71;"POPLATEK PO OBRATU";940315
1626;3;"POPLATEK MESICNE";940315
289;1;"POPLATEK MESICNE";940317
1987;54;"POPLATEK MESICNE";940317
817;5;"POPLATEK MESICNE";940318
2228;34;"POPLATEK MESICNE";940319
904;1;"POPLATEK MESICNE";940320
3824;41;"POPLATEK MESICNE";940320
3599;63;"POPLATEK MESICNE";940320
22;1;"POPLATEK MESICNE";940323
470;64;"POPLATEK MESICNE";940323
1273;37;"POPLATEK MESICNE";940325
237;50;"POPLATEK MESICNE";940325
59;43;"POPLATEK MESICNE";940327
572;32;"POPLATEK MESICNE";940327
1269;52;"POPLATEK MESICNE";940328
855;1;"POPLATEK MESICNE";940328
3183;45;"POPLATEK MESICNE";940401
1969;5;"POPLATEK MESICNE";940402
2799;54;"POPLATEK TYDNE";940403
1042;43;"POPLATEK MESICNE";940403
1158;50;"POPLATEK MESICNE";940403
2713;26;"POPLATEK MESICNE";940403
740;28;"POPLATEK MESICNE";940404
493;26;"POPLATEK MESICNE";940405
2067;76;"POPLATEK MESICNE";940407
3804;7;"POPLATEK MESICNE";940407
4259;66;"POPLATEK MESICNE";940408
2886;1;"POPLATEK MESICNE";940408
761;43;"POPLATEK MESICNE";940409
1918;24;"POPLATEK MESICNE";940410
3036;10;"POPLATEK MESICNE";940410
3259;1;"POPLATEK MESICNE";940411
4408;71;"POPLATEK TYDNE";940411
2009;17;"POPLATEK MESICNE";940414
1194;1;"POPLATEK MESICNE";940415
3718;63;"POPLATEK MESICNE";940416
3201;4;"POPLATEK MESICNE";940417
460;1;"POPLATEK MESICNE";940418
784;59;"POPLATEK MESICNE";940419
3714;2;"POPLATEK TYDNE";940421
2154;63;"POPLATEK MESICNE";940421
1256;38;"POPLATEK MESICNE";940421
1353;51;"POPLATEK MESICNE";940421
1820;10;"POPLATEK MESICNE";940422
2494;74;"POPLATEK MESICNE";940423
2399;1;"POPLATEK MESICNE";940426
343;18;"POPLATEK MESICNE";940426
575;38;"POPLATEK MESICNE";940426
900;48;"POPLATEK MESICNE";940426
1467;37;"POPLATEK MESICNE";940427
31;68;"POPLATEK MESICNE";940427
1375;19;"POPLATEK MESICNE";940427
1371;1;"POPLATEK MESICNE";940427
844;53;"POPLATEK MESICNE";940428
908;62;"POPLATEK MESICNE";940429
3134;48;"POPLATEK MESICNE";940429
2092;1;"POPLATEK MESICNE";940429
3747;1;"POPLATEK MESICNE";940501
277;32;"POPLATEK PO OBRATU";940501
3595;30;"POPLATEK MESICNE";940501
2511;40;"POPLATEK MESICNE";940501
1388;29;"POPLATEK MESICNE";940502
4245;52;"POPLATEK MESICNE";940502
3838;3;"POPLATEK MESICNE";940502
543;64;"POPLATEK MESICNE";940503
3653;31;"POPLATEK MESICNE";940503
524;61;"POPLATEK MESICNE";940503
82;26;"POPLATEK MESICNE";940503
3912;2;"POPLATEK MESICNE";940504
1949;41;"POPLATEK MESICNE";940504
1865;1;"POPLATEK MESICNE";940504
451;11;"POPLATEK MESICNE";940505
50;1;"POPLATEK MESICNE";940506
1184;14;"POPLATEK MESICNE";940506
363;1;"POPLATEK MESICNE";940506
2454;8;"POPLATEK MESICNE";940507
2847;75;"POPLATEK MESICNE";940508
2740;14;"POPLATEK MESICNE";940508
1871;48;"POPLATEK MESICNE";940510
8405;20;"POPLATEK MESICNE";940510
266;47;"POPLATEK MESICNE";940511
1879;10;"POPLATEK MESICNE";940513
2259;64;"POPLATEK MESICNE";940514
609;63;"POPLATEK MESICNE";940515
9750;74;"POPLATEK MESICNE";940516
2375;29;"POPLATEK MESICNE";940516
216;38;"POPLATEK MESICNE";940516
56;50;"POPLATEK MESICNE";940516
7824;60;"POPLATEK MESICNE";940517
649;69;"POPLATEK TYDNE";940517
2996;54;"POPLATEK MESICNE";940517
1509;51;"POPLATEK MESICNE";940519
2170;1;"POPLATEK PO OBRATU";940519
2001;75;"POPLATEK MESICNE";940519
2903;38;"POPLATEK MESICNE";940519
3717;56;"POPLATEK MESICNE";940520
4195;67;"POPLATEK MESICNE";940521
2496;51;"POPLATEK MESICNE";940521
9583;31;"POPLATEK TYDNE";940522
3636;21;"POPLATEK MESICNE";940522
1826;5;"POPLATEK MESICNE";940522
2227;31;"POPLATEK TYDNE";940522
2749;1;"POPLATEK MESICNE";940523
535;35;"POPLATEK MESICNE";940524
4066;72;"POPLATEK MESICNE";940524
2662;71;"POPLATEK MESICNE";940524
1053;57;"POPLATEK MESICNE";940525
11333;8;"POPLATEK MESICNE";940526
1838;68;"POPLATEK MESICNE";940526
3037;44;"POPLATEK MESICNE";940526
3372;23;"POPLATEK MESICNE";940526
985;32;"POPLATEK MESICNE";940529
6924;74;"POPLATEK MESICNE";940601
3484;22;"POPLATEK MESICNE";940601
700;20;"POPLATEK MESICNE";940601
3289;1;"POPLATEK MESICNE";940602
2638;5;"POPLATEK MESICNE";940602
8316;70;"POPLATEK MESICNE";940604
1634;77;"POPLATEK MESICNE";940604
4825;15;"POPLATEK MESICNE";940604
3650;8;"POPLATEK MESICNE";940605
10942;44;"POPLATEK TYDNE";940605
2922;16;"POPLATEK MESICNE";940606
693;2;"POPLATEK MESICNE";940606
2260;1;"POPLATEK MESICNE";940607
538;70;"POPLATEK MESICNE";940607
548;16;"POPLATEK MESICNE";940607
941;8;"POPLATEK MESICNE";940608
