"client_id";"birth_number";"district_id"
1757;"375930";1
1758;"471113";35
1759;"235116";63
1760;"230307";77
1761;"480423";45
1762;"561230";61
1763;"671207";46
1764;"710709";66
1765;"750803";9
1768;"510427";29
1769;"490805";12
1770;"516015";12
1771;"276020";54
1772;"795921";73
1774;"716005";32
1775;"431208";73
1776;"546024";30
1777;"635108";69
1778;"680902";69
1779;"351126";37
1780;"546209";54
1781;"240816";67
1782;"481224";19
1783;"466005";1
1784;"806102";2
1785;"751125";39
1786;"345625";63
1787;"311128";63
1788;"500323";1
1789;"335807";61
1790;"530528";1
1791;"665512";5
1792;"750901";54
1793;"455317";41
1794;"405330";54
1795;"605228";38
1796;"381123";10
1797;"416104";10
1798;"330708";70
1799;"590626";36
1800;"435928";63
1801;"700101";66
1802;"646016";66
1803;"465512";25
1806;"520103";5
1807;"350630";47
1808;"335626";47
1809;"310512";24
1810;"190630";41
1811;"390329";1
1812;"475517";36
1813;"490928";36
1814;"400312";57
1815;"775224";16
1816;"510724";62
1817;"536206";47
1818;"561002";47
1819;"795420";43
1820;"286120";50
1821;"410424";1
1822;"225913";71
1823;"785807";1
1824;"600803";69
1825;"745424";51
1826;"370912";13
1827;"415816";13
1828;"621114";69
1829;"425816";51
1830;"520203";33
1831;"761009";51
1832;"665731";1
1833;"661115";30
1834;"270219";7
1835;"285311";7
1836;"445307";36
1837;"570113";67
1838;"596127";67
1839;"366218";5
1840;"351028";5
1841;"535323";67
1842;"430913";9
1843;"395125";48
1844;"225203";74
1845;"181114";74
1846;"801212";48
1847;"795130";52
1848;"245702";6
1849;"225924";57
1850;"425705";52
1851;"755912";31
1852;"620905";50
1853;"650818";1
1854;"325527";70
1856;"685822";54
1857;"640316";54
1860;"646031";1
1861;"570715";29
1862;"776009";50
1863;"520216";54
1864;"480314";22
1865;"495609";22
1866;"425611";64
1867;"445924";1
1868;"800216";60
1869;"335214";1
1870;"350429";1
1871;"805220";1
1872;"635124";52
1873;"681026";52
1874;"461020";1
1875;"761019";15
1876;"510701";1
1877;"575821";47
1878;"630902";47
1879;"445402";21
1880;"740808";1
1881;"340124";72
1882;"325524";72
1883;"616027";18
1884;"765126";59
1885;"705107";47
1886;"200407";34
1887;"260715";54
1888;"185924";66
1889;"575728";32
1890;"555814";14
1891;"595304";62
1892;"280326";66
1893;"345211";66
1894;"476105";1
1895;"656103";47
1896;"820208";48
1897;"695307";36
1898;"610801";73
1899;"410703";10
1900;"651122";23
1901;"626107";23
1903;"395830";1
1904;"410222";66
1905;"495518";72
1906;"220707";63
1907;"285908";75
1908;"200117";33
1909;"445316";35
1910;"461108";67
1911;"385421";48
1912;"720226";57
1913;"680415";69
1914;"425620";39
1915;"390909";39
1916;"260719";28
1917;"695313";69
1919;"490504";30
1920;"750807";42
1921;"466026";1
1922;"490403";1
1923;"585507";1
1924;"380529";67
1925;"380623";37
1926;"355208";37
1927;"520426";77
1928;"525814";77
1929;"555815";65
1930;"345221";38
1931;"426114";16
1932;"405121";15
1934;"336121";70
1935;"295512";68
1936;"556016";15
1937;"600327";15
1938;"395930";57
1939;"250814";1
1940;"235122";1
1941;"215712";10
1942;"150510";10
1943;"260211";39
1944;"575122";31
1945;"540603";54
1946;"350719";72
1947;"810208";23
1948;"395219";71
1949;"420623";71
1950;"290706";26
1951;"710429";41
1952;"715309";52
1953;"650922";52
1954;"520728";69
1955;"716028";66
1956;"255709";1
1957;"720304";63
1958;"776121";63
1959;"201226";1
1960;"460823";22
1961;"205604";31
1962;"501118";6
1963;"450612";38
1964;"310805";17
1965;"390810";75
1966;"485701";19
1967;"636115";1
1968;"600813";1
1969;"265826";53
1970;"476105";1
1971;"695314";3
1972;"465429";1
1973;"315913";60
1974;"180714";10
1975;"155927";10
1976;"181012";72
1977;"356025";10
1978;"525522";18
1979;"265319";51
1980;"590430";77
1981;"705922";19
1982;"770708";53
1983;"825205";53
1984;"260829";1
1985;"371213";6
1986;"425813";6
1988;"520504";13
1989;"395113";50
1990;"431125";50
1991;"181109";64
1993;"750621";1
1994;"675706";1
1995;"415410";50
1996;"370320";1
1997;"776109";1
1998;"786215";40
1999;"825210";74
2000;"425509";39
2001;"775805";34
2002;"186126";70
2003;"210615";70
2004;"745203";1
2005;"791003";30
2006;"625822";41
2007;"580913";41
2008;"400607";47
2009;"360116";12
2010;"520812";37
2011;"256118";46
2012;"230627";46
2013;"405710";1
2015;"686115";1
2016;"341009";55
2017;"315123";55
2018;"455825";56
2019;"320928";73
2020;"256220";73
2021;"191208";67
2022;"391112";56
2023;"315902";56
2024;"340415";62
2025;"411231";39
2026;"346203";39
2027;"300122";12
2028;"246017";12
2029;"235919";5
2030;"805804";5
2031;"261215";54
2032;"430321";1
2033;"375702";1
2034;"260612";13
2035;"285727";13
2037;"485826";69
2038;"805329";1
2039;"695120";68
2040;"440807";59
2041;"560811";68
2042;"820704";49
2043;"545915";77
2044;"615918";32
2045;"560822";28
2046;"525826";28
2047;"435725";11
2048;"285603";23
2049;"270220";70
2050;"325523";70
2051;"186207";74
2052;"140519";74
2053;"180207";16
2054;"481206";48
2055;"765831";56
2056;"781209";1
2057;"765102";6
2058;"710302";76
2059;"720630";43
2060;"715604";43
2061;"530727";63
2062;"545522";63
2063;"505926";68
2064;"260730";53
2065;"780820";64
2066;"721027";1
2067;"791020";56
2068;"305524";72
2069;"235101";70
2070;"725723";70
2071;"731219";1
2072;"445209";75
2073;"560208";22
2074;"615916";24
2075;"220129";74
2076;"575207";63
2077;"305301";44
2078;"785803";10
2079;"255529";72
2080;"631226";60
2081;"726106";46
2082;"330204";67
2083;"430312";71
2084;"295216";1
2085;"281128";1
2086;"546029";35
2087;"770929";68
2088;"485826";32
2089;"675609";70
2090;"701007";70
2091;"285117";48
2092;"450321";72
2093;"700624";48
2094;"755906";48
2095;"740430";9
2096;"745906";74
2097;"361111";53
2098;"395528";53
2099;"180116";1
2100;"315929";33
2101;"350624";33
2102;"410527";51
2103;"445204";18
2104;"480108";37
2105;"475718";42
2106;"215321";74
2107;"230418";74
2108;"455421";77
2109;"505514";15
2110;"676103";3
2111;"245529";57
2112;"270915";21
2113;"370404";68
2114;"180821";51
2115;"145301";51
2116;"300614";76
2117;"450228";53
2118;"701112";1
2119;"605518";30
2121;"790925";64
2122;"705717";1
2123;"820517";53
2124;"495114";68
2125;"750412";71
2126;"755328";52
2128;"555813";38
2129;"621207";75
2130;"456029";21
2131;"755211";39
2132;"690206";39
2133;"216128";53
2134;"171214";53
2135;"405808";24
2136;"405724";28
2137;"626109";73
2138;"801219";68
2139;"325306";18
2140;"261018";18
2141;"510906";28
2142;"416220";21
2143;"481112";21
2144;"605128";15
2145;"686224";39
2146;"730104";65
2147;"635814";69
2148;"535720";31
2149;"235409";33
2150;"410417";61
2151;"456230";61
2152;"295907";17
2153;"495516";36
2154;"576128";60
2155;"580610";15
2156;"666227";33
2157;"451117";11
2158;"810506";10
2159;"305123";74
2160;"450531";70
2161;"205306";1
2162;"130912";1
2163;"180408";52
2164;"411029";47
2165;"455302";47
2166;"475722";30
2167;"811213";1
2168;"635712";46
2169;"710101";46
2170;"420430";70
2171;"581128";1
2172;"295821";7
2173;"516217";56
2174;"525808";74
2175;"425103";53
2176;"460716";18
2177;"425530";24
2178;"390809";46
2179;"396027";9
2180;"726017";51
2181;"680722";46
2182;"296201";75
2183;"310821";75
2184;"700707";24
2185;"575620";20
2186;"425726";48
2187;"330312";40
2188;"255825";40
2189;"626115";21
2190;"741022";28
2191;"795804";28
2192;"565412";1
2193;"520726";1
2194;"615822";50
2195;"425913";68
2196;"555216";31
2197;"626210";47
2198;"205222";17
2199;"111209";17
2200;"530731";66
2201;"290223";44
2202;"285817";44
2203;"391001";10
2204;"465819";54
2205;"521212";55
2206;"645604";10
2207;"615217";70
2208;"590109";70
2209;"275613";30
2210;"330423";30
2211;"205224";3
2212;"720527";52
2213;"681107";3
2214;"461107";5
2215;"250129";10
2216;"725704";1
2217;"740220";1
2218;"681108";43
2219;"646128";43
2220;"525217";20
2221;"450315";20
2222;"345803";1
2223;"435524";70
2224;"321004";54
2225;"606106";4
2226;"646009";74
2227;"750725";42
2228;"405320";43
2229;"440907";68
2230;"690531";5
2231;"716013";21
2232;"670527";36
2233;"646224";36
2235;"405420";14
2236;"785627";44
2237;"581003";47
2238;"545219";47
2239;"765109";6
2240;"325312";47
2241;"261230";47
2242;"765605";1
2243;"800704";1
2246;"535801";55
2247;"785113";35
2248;"751024";7
2249;"456207";32
2250;"386208";34
2251;"716013";26
2252;"651115";37
2253;"575909";37
2254;"276209";72
2255;"235824";50
2256;"740605";70
2257;"795831";62
2258;"791103";62
2259;"505102";19
2260;"625422";62
2261;"561113";62
2263;"340817";1
2264;"430508";4
2265;"770918";52
2266;"390123";16
2267;"665410";1
2268;"381226";10
2269;"636110";48
2270;"605421";61
2271;"641107";61
2274;"641014";9
2275;"655724";9
2276;"325427";44
2277;"790325";1
2278;"210701";76
2279;"531106";52
2280;"745424";10
2281;"785606";76
2282;"730311";60
2283;"610809";1
2286;"666126";54
2287;"791021";47
2288;"575823";32
2289;"540821";32
2290;"545530";31
2291;"570919";6
2292;"211110";59
2293;"691122";1
2294;"526227";32
2295;"395228";22
2296;"420613";22
2297;"650118";48
2298;"695515";48
2299;"405220";6
2300;"615707";35
2301;"601219";35
2302;"570126";74
2303;"395401";61
2304;"390211";61
2305;"495610";70
2306;"430821";70
2307;"230906";26
2308;"746031";27
2309;"765513";15
2310;"390723";40
2311;"356001";40
2312;"755215";11
2313;"801029";70
2314;"596216";34
2315;"631008";34
2316;"700325";1
2317;"760222";1
2318;"235919";20
2319;"705516";40
2320;"510523";60
2321;"685112";68
2322;"280611";15
2323;"425629";48
2324;"780716";27
2325;"555203";2
2326;"456214";72
2327;"191027";73
2328;"681002";24
2329;"730102";18
2330;"486117";40
2331;"575531";42
2332;"496222";60
2333;"491012";60
2335;"345328";66
2336;"220717";12
2337;"175409";12
2338;"575725";58
2339;"561206";58
2340;"530502";42
2341;"475713";42
2342;"481218";70
2343;"590318";1
2344;"245427";3
2345;"420719";33
2346;"476025";33
2347;"436217";35
2348;"330424";35
2349;"685710";46
2350;"670609";46
2351;"650417";38
2352;"775929";70
2353;"295917";4
2354;"671221";1
2355;"485630";6
2356;"300710";52
2357;"375110";52
2358;"466016";74
2359;"530701";74
2361;"680924";9
2362;"745902";9
2363;"470618";43
2364;"715426";56
2365;"535626";46
2366;"300101";35
2367;"315405";35
2368;"436222";64
2369;"401219";64
2370;"565821";41
2371;"565207";70
2372;"715409";23
2373;"540119";15
2374;"680727";9
2375;"655725";72
2376;"640819";72
2377;"501117";49
2378;"535313";63
2379;"645619";33
2380;"270817";40
2381;"316011";40
2382;"276025";62
2383;"475101";31
2384;"461217";31
2385;"330505";13
2386;"345310";13
2387;"455716";77
2388;"710729";42
2389;"240720";25
2390;"380513";57
2391;"420124";1
2392;"550521";26
2393;"765823";16
2394;"620604";5
2395;"530311";8
2396;"495829";41
2397;"180714";46
2398;"555825";71
2399;"435502";42
2400;"590410";19
2401;"485126";26
2402;"481026";41
2403;"635125";1
2404;"775705";27
2405;"750821";27
2406;"566006";49
2407;"750827";51
2408;"405428";6
2409;"640527";54
2410;"735208";73
2411;"680817";73
2412;"801026";20
2413;"610809";46
2414;"505713";54
2415;"570424";54
2416;"546223";72
2417;"385621";48
2418;"536227";1
2419;"545623";1
2420;"725606";48
2421;"701110";48
2422;"765609";68
2423;"570709";42
2424;"201110";54
2425;"775718";6
2426;"270609";74
2427;"346130";74
2428;"465627";1
2429;"731122";70
2430;"371028";5
2431;"661010";75
2432;"245308";27
2433;"640619";32
2434;"455524";42
2435;"436018";16
2436;"345806";25
2437;"361227";45
2438;"465919";52
2439;"441126";52
2440;"350909";17
2441;"281006";1
2442;"275708";1
2443;"490523";75
2444;"340826";4
2445;"690226";54
2447;"721007";68
2448;"715701";68
2449;"671228";1
2450;"755517";54
2451;"391206";42
2452;"525607";64
2453;"240113";13
2454;"405904";69
2455;"191104";72
2456;"236204";72
2457;"400817";68
2458;"325809";68
2459;"745722";20
2460;"635105";19
2461;"670402";64
2462;"340606";19
2463;"441217";7
2464;"450901";30
2465;"731017";51
2467;"465516";36
2468;"650318";71
2469;"575910";54
2470;"430614";53
2471;"425105";53
2472;"765329";70
2473;"766017";20
2474;"570406";42
2475;"825202";44
2476;"575216";75
2477;"520614";75
2478;"405524";48
2479;"595331";31
2480;"766208";46
2481;"480622";6
2482;"250107";34
2483;"296230";34
2484;"691221";68
2485;"330515";20
2486;"616005";76
2487;"675925";67
2488;"805922";9
2489;"755128";64
2490;"615326";61
2491;"395320";5
2492;"431213";5
2493;"621009";1
2494;"710106";37
2495;"396214";58
2496;"720707";1
2497;"625406";34
2498;"800312";37
2499;"440804";13
2500;"465820";24
2501;"406204";70
2502;"355313";1
2503;"775923";54
2504;"500109";61
2505;"605430";25
2506;"760927";76
2507;"525826";37
2508;"655807";72
2509;"710206";72
2510;"595610";72
2511;"755327";35
2512;"740727";35
2513;"410508";41
2514;"570211";59
2515;"580603";12
2516;"425105";33
2517;"240909";18
2518;"215507";18
2519;"705806";29
2520;"440730";62
2521;"475330";55
2522;"370908";74
2523;"376202";74
2524;"590731";36
2525;"525710";36
2526;"640726";1
2527;"475731";44
2528;"770216";25
2529;"390622";70
2530;"500211";8
2531;"545124";5
2532;"370509";29
2533;"295717";40
2534;"430110";1
2535;"450110";1
2536;"611022";64
2537;"571010";73
2538;"800223";56
2539;"725121";32
2540;"810626";46
2542;"441219";3
2543;"525827";3
2545;"535928";9
2546;"616203";41
2547;"536029";48
2548;"531006";48
2549;"235505";70
2550;"766012";1
2551;"395811";70
2552;"645124";74
2553;"761124";34
2554;"410920";64
2555;"630923";42
2556;"515210";44
2557;"570218";7
2558;"590118";30
2559;"655331";8
2560;"745620";70
2561;"450726";48
2562;"521101";42
2563;"710908";74
2565;"460522";64
2566;"635325";29
2567;"430530";64
2568;"385611";64
2569;"480401";69
2570;"475619";69
2571;"795425";43
2572;"531008";1
2573;"655310";1
2574;"325422";29
2576;"795516";46
2577;"180107";70
2578;"540708";76
2579;"355102";11
2580;"350307";11
2581;"536119";52
2582;"381215";51
2583;"370617";75
2584;"446215";4
2585;"715828";75
2586;"660514";8
2587;"735103";8
2588;"580519";33
2589;"630217";21
2590;"646019";42
2591;"600227";42
2592;"805831";1
2593;"770610";1
2594;"630731";55
2596;"611008";31
2597;"695806";28
2598;"651025";28
2599;"460109";1
2600;"235417";7
2601;"610725";37
2602;"665820";37
2603;"726103";38
2604;"260711";22
2605;"255417";22
2606;"430104";31
2607;"430327";63
2608;"435915";58
2609;"770509";1
2610;"805503";1
2611;"381109";77
2612;"750203";38
2613;"771026";1
2614;"460314";72
2615;"455826";64
2616;"700707";50
2617;"625626";50
2618;"420814";17
2619;"695709";63
2620;"680718";63
2621;"560509";51
2622;"730607";71
2623;"655716";16
2625;"721007";57
2626;"400214";1
2628;"316105";1
2629;"311203";1
2630;"375820";64
2631;"700521";18
2632;"635225";18
2633;"675712";1
2635;"666210";67
2636;"181024";28
2637;"350606";64
2638;"420107";1
2639;"505304";45
2640;"510129";45
2642;"730904";22
2643;"465107";54
2644;"645323";6
2645;"200422";67
2646;"375607";63
2647;"400326";9
2648;"346010";9
2650;"750305";75
2651;"696127";75
2652;"495509";41
2653;"500125";1
2654;"396008";59
2655;"630812";44
2656;"550915";54
2657;"480709";73
2658;"330121";11
2659;"410524";46
2661;"616017";1
2662;"780829";1
2663;"761001";8
2666;"355706";47
2667;"720101";9
2668;"755209";9
2669;"270508";51
2670;"360913";45
2671;"725422";35
2672;"405326";7
2673;"590716";65
2674;"526003";65
2675;"240122";31
2676;"610601";61
2677;"220524";33
2678;"185515";33
2679;"380930";1
2680;"455902";1
2681;"715104";45
2682;"750114";45
2683;"295613";48
2684;"535211";74
2685;"695621";73
2686;"515324";19
2687;"490822";19
2688;"676024";60
2689;"230117";16
2690;"716225";58
2691;"640517";47
2692;"250530";44
2693;"765804";46
2694;"276006";15
2695;"290516";15
2696;"470904";2
2697;"485814";2
2698;"706007";31
2699;"770223";31
2700;"450222";34
2701;"520329";1
2702;"190226";7
2703;"735312";2
2704;"495522";1
2705;"240430";43
2706;"670702";3
2707;"690523";45
2708;"580812";73
2709;"460614";26
2712;"560117";25
2713;"620902";36
2714;"705306";6
2715;"570704";7
2716;"695713";25
2717;"300428";46
2718;"326222";46
2719;"646030";29
2720;"495905";1
2721;"505626";24
2724;"750301";35
2726;"735728";1
2727;"680205";1
2728;"220813";74
2729;"660828";1
2730;"470318";52
2731;"271208";38
2732;"535916";57
2733;"276111";3
2734;"341112";3
2735;"280731";64
2736;"585215";1
2738;"510425";1
2739;"500126";13
2740;"676123";36
2741;"306129";41
2742;"485827";65
2743;"396004";50
2744;"430222";50
2745;"395807";54
2746;"710225";1
2747;"361014";6
2748;"366006";6
2749;"215304";14
2750;"130713";14
2751;"575124";68
2752;"710809";48
2754;"785524";66
2755;"705323";1
2756;"195928";31
2758;"460714";1
2759;"740126";2
2760;"756212";68
2761;"775929";1
2762;"535423";29
2765;"815420";36
2766;"590915";70
2767;"545604";70
2768;"640402";1
2769;"370515";69
2770;"540708";1
2771;"201025";37
2772;"235108";37
2773;"195913";49
2774;"210223";49
2775;"785709";41
2776;"345607";31
2777;"705328";46
2778;"640516";57
2779;"480504";29
2780;"475116";29
2781;"606122";46
2782;"400913";31
2783;"400620";1
2784;"585725";36
2785;"620729";22
2786;"511102";24
2787;"766014";41
2788;"516021";49
2789;"516225";1
2790;"750210";16
2791;"211010";60
2794;"650122";18
2795;"685413";18
2796;"740625";15
2797;"501105";28
2798;"310627";65
2799;"616202";4
2800;"490826";2
2801;"190218";75
2802;"666129";1
2803;"311012";68
2804;"366110";68
2805;"640713";73
2806;"555701";58
2808;"745331";8
2809;"790214";33
2810;"710728";72
2811;"466207";1
2812;"705502";55
2813;"410410";70
2814;"735210";19
2815;"300630";35
2816;"385315";35
2817;"775219";1
2818;"630412";54
2819;"800812";8
2820;"661217";77
2821;"806101";45
2822;"581019";50
2823;"466218";70
2824;"410905";39
2825;"580329";65
2826;"350128";59
2827;"230213";63
2828;"495710";14
2829;"396227";33
2830;"741114";51
2831;"805709";68
2832;"270723";13
2833;"235709";13
2834;"490523";52
2835;"660127";27
2836;"195921";38
2837;"270521";38
2838;"650309";65
2839;"285705";72
2840;"340514";72
2841;"735410";18
2842;"580617";74
2843;"666006";70
2844;"621119";51
2845;"520902";7
2846;"695317";1
2847;"425725";34
2848;"390220";34
2849;"280402";19
2850;"700820";7
2851;"390810";54
2852;"425628";26
2853;"565425";28
2854;"490601";16
2855;"575726";16
2856;"231111";47
2857;"270203";33
2858;"265212";42
2859;"285924";68
2860;"580331";28
2862;"646007";49
2863;"680305";49
2864;"525409";51
2865;"481118";15
2866;"496030";15
2867;"605123";1
2868;"331214";14
2869;"750805";1
2870;"591128";29
2871;"676123";71
2872;"336027";77
2873;"755324";16
2874;"720910";34
2875;"360817";46
2876;"770107";1
2877;"320429";59
2878;"470417";68
2879;"770110";40
2880;"521230";60
2881;"675321";12
2882;"311214";70
2883;"530226";30
2884;"586010";40
2885;"656004";1
2886;"581003";1
2887;"615129";2
2888;"785909";1
2889;"431205";25
2890;"511011";62
2891;"575723";62
2892;"415321";3
2893;"276102";2
2894;"485725";70
2895;"775517";70
2896;"755516";1
2897;"250718";40
2898;"206017";40
2899;"180518";16
2900;"230322";18
2901;"395109";25
2902;"595703";8
2903;"591126";8
2904;"465518";64
2905;"510707";64
2906;"341216";5
2907;"325922";5
2908;"710228";1
2909;"361009";26
2910;"360928";76
2911;"320925";45
2912;"255728";45
2913;"621227";44
2915;"545222";33
2916;"720930";1
2917;"400118";16
2918;"670521";5
2919;"705908";5
2920;"625623";44
2921;"766220";64
2922;"400907";43
2923;"775321";35
2924;"415206";18
2925;"470908";18
2926;"340211";27
2927;"296228";27
2928;"320302";38
2929;"580310";1
2930;"410322";41
2932;"405711";1
2933;"421212";72
2934;"485427";72
2935;"445502";61
2936;"455311";3
2937;"490701";74
2938;"215601";8
2939;"180213";8
2940;"651016";1
2941;"510312";38
2942;"665603";67
2943;"805628";1
2944;"435823";71
2945;"210602";74
2946;"265123";74
2947;"575518";19
2948;"781120";47
2949;"430925";14
2950;"440606";46
2951;"505831";76
2952;"785117";52
2953;"360707";3
2954;"595812";38
2955;"520716";38
2956;"390806";23
2957;"780307";23
2958;"750507";48
2959;"571119";54
2960;"281219";1
2961;"336228";1
2962;"381110";1
2963;"395329";1
2964;"781127";8
2965;"185207";30
2966;"550220";65
2967;"615115";53
2968;"620824";40
2969;"230422";55
2970;"225406";55
2971;"776203";1
2972;"760114";1
2974;"515712";56
2975;"435318";33
2976;"225803";57
2977;"630206";39
2978;"485305";33
2979;"616222";4
2980;"740614";11
2981;"495205";16
2982;"735323";6
2983;"670723";6
2984;"635524";60
2985;"600413";60
2986;"520515";14
2987;"465601";14
2988;"610521";33
2989;"495201";17
2990;"385402";32
2991;"410731";32
2992;"660507";11
2994;"630722";18
2995;"415615";35
2996;"650129";1
2997;"415309";1
2998;"610402";1
2999;"795324";74
3000;"285402";41
3001;"581007";1
3002;"555513";42
3003;"735512";69
3004;"710713";69
3005;"310629";43
3006;"735808";22
3007;"640411";76
3008;"191219";73
3009;"575803";62
3010;"600112";62
3011;"550919";74
3012;"556110";70
3013;"505318";51
3014;"531105";51
3015;"520229";73
3016;"770823";40
3017;"410514";2
3018;"780128";61
3019;"690923";30
3020;"425827";32
3021;"610824";1
3022;"545922";1
3023;"590404";16
3024;"290308";60
3025;"326227";60
3026;"470325";22
3027;"590725";62
3028;"325423";34
3029;"700508";43
3030;"765510";68
3031;"655905";40
3032;"590410";40
3035;"641102";27
3036;"415331";16
3037;"420104";64
3038;"465305";6
3039;"695601";55
3041;"275424";4
3042;"685214";18
3043;"516115";63
3044;"451007";36
3045;"505318";10
3046;"255122";1
3047;"751001";45
3048;"235106";16
3049;"670406";6
3050;"675731";6
3051;"280311";65
3054;"580428";74
3055;"310223";51
3056;"595116";38
3057;"620305";38
3058;"435929";49
3059;"771129";61
3060;"600518";61
3061;"656005";61
3062;"305822";41
3063;"710129";27
3064;"300505";42
3065;"215821";24
3066;"825309";54
3067;"525621";57
3068;"540320";57
3069;"431023";21
3070;"201212";46
3071;"675223";38
3072;"360414";1
3073;"376023";1
3074;"581107";1
3075;"410505";74
3076;"626117";57
3077;"345224";50
3078;"320131";50
3079;"430519";67
3080;"515727";5
3081;"450302";5
3082;"796017";52
3083;"710407";41
3084;"515824";23
3085;"465629";62
3086;"480914";62
3087;"595921";46
3088;"500611";40
3089;"740726";46
3090;"681117";32
3091;"665303";15
3092;"676106";59
3093;"660221";35
3094;"500818";48
3095;"530629";36
3096;"820227";74
3097;"480822";48
3098;"380623";17
3099;"651113";17
3100;"310330";2
3101;"411213";1
3102;"795216";61
3103;"735307";64
3104;"825104";4
3105;"470817";68
3106;"285303";72
3107;"601116";30
3108;"625226";30
3109;"325421";7
3110;"310227";54
3111;"245207";54
3112;"390912";24
3113;"716112";60
3114;"710224";60
3115;"611130";72
3116;"510909";28
3117;"415622";62
3118;"400709";62
3119;"365126";50
3120;"640602";75
3121;"566018";57
3122;"590402";57
3123;"790725";1
3124;"585102";5
3125;"226030";10
3126;"380113";47
3127;"205618";1
3128;"445209";69
3129;"465801";5
3130;"555531";19
3131;"355614";1
3132;"755324";1
3133;"735420";31
3134;"380504";1
3135;"690106";48
3136;"631218";1
3137;"470226";70
3138;"435812";70
3139;"565923";46
3140;"590413";46
3141;"256109";9
3142;"190318";68
3143;"445202";21
3144;"190804";1
3145;"216104";1
3146;"480715";1
3147;"645426";19
3148;"420404";3
3149;"355109";3
3150;"325724";54
3151;"515727";1
3152;"361004";1
3153;"240617";26
3154;"265221";26
3155;"735408";44
3156;"546102";68
3157;"425226";1
3158;"406125";1
3159;"301027";24
3160;"510629";20
3161;"801118";66
3162;"600517";55
3163;"645526";1
3164;"620910";1
3165;"765901";3
3166;"550614";31
3167;"435908";48
3170;"210221";76
3171;"245426";76
3172;"511223";64
3173;"465418";66
3174;"521116";66
3175;"505719";64
3176;"370707";1
3177;"380812";24
3178;"695801";25
3179;"485312";45
3180;"440930";45
3181;"430215";27
3182;"255422";18
3183;"800224";70
3184;"596201";5
3185;"726126";17
3186;"555114";1
3187;"520902";7
3188;"765519";68
3190;"206101";1
3191;"756105";56
3192;"390714";6
3193;"505222";28
3194;"755817";51
3195;"715613";2
3196;"785814";72
3197;"580710";1
3198;"535305";1
3199;"576218";1
3200;"541115";1
3201;"535806";66
3202;"220719";56
3203;"595423";1
3204;"560326";1
3205;"215625";1
3206;"210521";1
3207;"256203";55
3208;"470206";27
3209;"395103";27
3210;"630830";14
3211;"675807";17
3213;"411004";1
3214;"220512";71
3215;"365506";64
3216;"591128";58
3217;"770502";61
3218;"651216";49
3219;"596018";49
3220;"570217";23
3221;"535716";23
3222;"770506";21
3225;"570317";13
3226;"511122";1
3227;"506028";59
3228;"570222";34
3229;"790418";50
3230;"825606";1
3231;"610603";21
3232;"761105";5
3233;"801130";1
3234;"195804";67
3235;"505612";46
3236;"605415";28
3239;"816116";7
3240;"376210";67
3241;"340914";26
3242;"375304";26
3243;"205930";71
3244;"330929";72
3245;"521202";70
3246;"310420";66
3247;"585421";69
3248;"295802";28
3249;"590120";17
3250;"625120";17
3251;"626228";52
3252;"610326";52
3253;"460702";70
3254;"300213";1
3255;"705104";8
3256;"760718";49
3257;"785511";73
3258;"605730";74
3259;"501015";71
3260;"425908";74
3261;"500410";74
3262;"415814";61
3264;"506020";63
3265;"635611";47
3266;"601008";47
3267;"510826";61
3268;"565331";1
3269;"741105";2
3270;"400122";12
3271;"425103";58
3272;"205718";9
3273;"180102";9
3274;"290122";26
3275;"245919";26
3276;"800321";52
3277;"660326";42
3278;"625420";42
3279;"545804";66
3280;"580531";66
3281;"501227";74
3282;"810902";29
3283;"331123";10
3284;"360702";2
3285;"435917";2
3286;"725315";74
3287;"780401";74
3288;"260128";69
3289;"775609";75
3290;"695712";11
3291;"470123";52
3292;"400121";18
3293;"535120";1
3294;"570308";52
3295;"665313";40
3296;"690611";23
3297;"680417";1
3298;"425805";5
3299;"615917";76
3300;"500629";53
3302;"645217";52
3303;"650109";52
3304;"390831";69
3305;"716011";41
3306;"480426";27
3307;"795701";14
3308;"480216";15
3309;"425429";15
3310;"540213";23
3311;"540825";51
3312;"716105";70
3313;"465210";60
3314;"316218";24
3315;"340621";24
3316;"476215";1
3317;"500424";1
3319;"795424";1
3320;"720214";1
3321;"695530";13
3322;"480229";31
3323;"815222";74
3324;"715413";26
3325;"630928";26
3326;"526226";57
3327;"375704";20
3328;"661011";24
3329;"610320";54
3330;"555415";54
3331;"705205";70
3332;"696115";46
3333;"495724";10
3334;"670701";1
3335;"670210";11
3336;"515530";64
3337;"520413";53
3338;"426129";69
3339;"765129";31
3340;"760216";54
3341;"686220";54
3342;"730929";73
3344;"610916";42
3345;"415127";37
3346;"410225";37
3347;"360119";11
3348;"785214";38
3349;"631221";42
3350;"500319";30
3351;"425915";30
3352;"190912";23
3353;"195421";23
3354;"436028";62
3355;"530115";38
3356;"740423";73
3357;"545721";63
3358;"751007";16
3359;"450224";1
3360;"765831";43
3361;"306002";40
3365;"665730";1
3366;"595212";54
3367;"520423";54
3368;"526024";14
3369;"520416";1
3370;"190328";25
3371;"196007";25
3372;"701030";1
3373;"521129";5
3374;"605813";5
3375;"541106";74
3376;"455119";11
3377;"380505";11
3378;"570421";5
3379;"495701";5
3380;"785403";74
3381;"655901";70
3382;"540228";54
3383;"565423";54
3384;"425803";41
3385;"245213";11
3386;"405308";49
3387;"430814";58
3388;"656026";53
3389;"675116";39
