"loan_id";"account_id";"date";"amount";"duration";"payments";"status"
6790;8919;980608;76104;24;3171.00;"C"
6857;9159;980608;69600;48;1450.00;"C"
6450;7099;980610;234336;48;4882.00;"C"
7221;10915;980611;152460;60;2541.00;"C"
5527;2728;980615;156420;60;2607.00;"C"
5620;3161;980616;30012;12;2501.00;"C"
6215;5944;980618;78720;48;1640.00;"C"
7167;10644;980618;269964;36;7499.00;"C"
5823;4144;980621;212976;36;5916.00;"C"
6207;5912;980623;184620;60;3077.00;"C"
6932;9491;980625;225504;48;4698.00;"C"
5669;3403;980627;71820;36;1995.00;"C"
5154;993;980701;108720;60;1812.00;"C"
7168;10645;980705;208332;36;5787.00;"C"
5585;2988;980708;88608;12;7384.00;"C"
7200;10799;980711;31140;60;519.00;"C"
6539;7559;980711;12792;12;1066.00;"C"
5774;3916;980712;96984;36;2694.00;"C"
6357;6706;980712;64860;60;1081.00;"C"
5042;330;980712;331584;48;6908.00;"C"
5015;226;980712;109344;12;9112.00;"C"
5354;2000;980714;290820;60;4847.00;"C"
6054;5180;980716;58764;12;4897.00;"C"
7295;11328;980718;280440;60;4674.00;"C"
5365;2055;980719;271260;60;4521.00;"C"
6755;8713;980724;170700;60;2845.00;"C"
5991;4858;980727;335184;48;6983.00;"D"
7035;10005;980729;210744;36;5854.00;"C"
5893;4467;980803;86184;36;2394.00;"C"
7164;10613;980815;249792;48;5204.00;"C"
5304;1718;980820;172272;24;7178.00;"C"
5561;2910;980829;437460;60;7291.00;"C"
5520;2699;980830;231168;48;4816.00;"C"
5241;1389;980902;125472;24;5228.00;"C"
7096;10257;980902;37812;12;3151.00;"C"
6078;5283;980909;170832;48;3559.00;"C"
5046;349;980909;42816;12;3568.00;"C"
5334;1876;980910;209040;24;8710.00;"C"
6969;9673;980912;88200;36;2450.00;"C"
6821;9037;980915;321936;48;6707.00;"C"
5760;3862;980918;74916;36;2081.00;"C"
5614;3137;980921;253560;60;4226.00;"C"
7091;10243;980922;113436;36;3151.00;"C"
5698;3556;980922;174840;60;2914.00;"C"
5169;1068;980924;253200;60;4220.00;"C"
7294;11327;980927;39168;24;1632.00;"C"
5318;1808;980930;385584;48;8033.00;"C"
5368;2073;981005;44640;24;1860.00;"C"
6923;9433;981005;44640;24;1860.00;"C"
5463;2413;981006;17952;12;1496.00;"C"
5265;1498;981007;165780;60;2763.00;"C"
6321;6505;981008;38496;12;3208.00;"C"
5226;1318;981011;185544;36;5154.00;"C"
6868;9208;981012;82128;24;3422.00;"C"
4967;37;981014;318480;60;5308.00;"D"
5293;1656;981029;189792;48;3954.00;"C"
5865;4354;981030;327660;60;5461.00;"C"
5841;4268;981104;41988;12;3499.00;"C"
5526;2725;981108;69624;36;1934.00;"C"
6852;9140;981110;16032;48;334.00;"C"
6469;7180;981117;99744;24;4156.00;"C"
6168;5698;981121;99216;36;2756.00;"C"
7292;11317;981122;317460;60;5291.00;"C"
5036;309;981125;91248;48;1901.00;"C"
5644;3293;981127;276084;36;7669.00;"C"
6856;9156;981201;163332;36;4537.00;"C"
5428;2262;981202;230220;36;6395.00;"C"
5027;276;981202;160920;36;4470.00;"C"
4989;105;981205;352704;48;7348.00;"C"
5221;1284;981205;52512;12;4376.00;"C"
6402;6922;981206;139488;24;5812.00;"C"
5346;1928;981206;55632;24;2318.00;"C"
6748;8645;981208;240900;60;4015.00;"C"
